,f_id,i_id,true,predicted,treshold_true,label_true,percentage_change_predicted,threshold_predicted,label_predicted,label
0,1,3,0.0028785125488409,0.5371737465814792,1.0977459561855567,good,18561.504421711998,5,poor,"good, poor"
1,2,3,1.0190780312144687,2.0325324362376844,1.0977459561855567,good,99.44816530049705,5,poor,"good, poor"
2,3,3,1.560980907353449,0.8344971078428938,1.0977459561855567,poor,46.54021045922116,5,poor,"poor, poor"
3,4,3,1.6606595099406989,0.732806513818774,1.0977459561855567,poor,55.87256090533922,5,poor,"poor, poor"
4,5,3,0.1780651656911641,0.1324547285645114,1.0977459561855567,good,25.61446364291113,5,poor,"good, poor"
5,6,3,1.3892057851210926,1.6271764928502337,1.0977459561855567,poor,17.129982489124025,5,poor,"poor, poor"
6,7,3,1.2929493195100012,2.356658310280632,1.0977459561855567,poor,82.26996795000076,5,poor,"poor, poor"
7,8,3,1.875485411313908,1.2968671550677149,1.0977459561855567,poor,30.85165327097003,5,poor,"poor, poor"
8,9,3,2.5405811717358127,2.431533371341505,1.0977459561855567,poor,4.292238390470414,5,good,"poor, good"
9,10,3,4.471777537030956,3.6888393372754,1.0977459561855567,poor,17.50843357640258,5,poor,"poor, poor"
10,11,3,2.0646427029893832,2.842241339124198,1.0977459561855567,poor,37.66262487010148,5,poor,"poor, poor"
11,12,3,5.298826317815776,4.662481882472743,1.0977459561855567,poor,12.009158201760798,5,poor,"poor, poor"
12,13,3,1.9088525351995969,2.1276529307457217,1.0977459561855567,poor,11.462404324661268,5,poor,"poor, poor"
13,14,3,0.0616073140490532,1.2471459399927012,1.0977459561855567,good,1924.347204943384,5,poor,"good, poor"
14,15,3,1.7988906109153602,1.444044268107675,1.0977459561855567,poor,19.725843286664475,5,poor,"poor, poor"
15,16,3,1.0838741555583922,0.9879841443085654,1.0977459561855567,good,8.846969065373274,5,poor,"good, poor"
16,17,3,0.4529770864477538,0.319743886392849,1.0977459561855567,good,29.412790192042497,5,poor,"good, poor"
17,18,3,0.9567864265732876,0.5519185352002383,1.0977459561855567,good,42.315388275633886,5,poor,"good, poor"
18,19,3,0.8246057096946642,0.9808122147096054,1.0977459561855567,good,18.94317528710559,5,poor,"good, poor"
19,20,3,0.5415635991837412,0.727003832990951,1.0977459561855567,good,34.24163553213512,5,poor,"good, poor"
20,21,3,1.086555318950457,0.8955886089143145,1.0977459561855567,good,17.57542452791122,5,poor,"good, poor"
21,22,3,0.8478048343752417,0.9600105898628584,1.0977459561855567,good,13.234856766333793,5,poor,"good, poor"
22,23,3,0.4666913203620846,0.5431474774362826,1.0977459561855567,good,16.38259674829159,5,poor,"good, poor"
23,24,3,1.8986481359438536,1.8243516599635008,1.0977459561855567,poor,3.9131250584995128,5,good,"poor, good"
