f_id,i_id,dim0,dim1
1,2,8.374913,8.989256
1,3,8.236192,9.174002
1,4,8.852979,9.118696
1,5,8.610963,9.182229
2,2,13.598269,5.1746387
2,3,13.158578,4.695653
2,4,13.434172,4.875542
2,5,13.399193,4.9937043
3,2,9.08684,7.350914
3,3,8.866599,7.652476
3,4,9.082038,7.660453
3,5,11.911646,9.61271
4,2,9.390889,7.1211963
4,3,9.599258,6.996755
4,4,9.837522,6.8732285
4,5,10.078568,6.9083977
5,2,7.9054995,9.92324
5,3,7.824121,10.007429
5,4,8.052244,9.842511
5,5,8.049207,10.130836
6,2,12.793383,3.627322
6,3,12.856386,3.6506627
6,4,13.143203,3.7968524
6,5,12.955384,4.1594925
7,2,10.24129,9.150229
7,3,11.571131,9.304422
7,4,10.994919,9.072467
7,5,9.657239,9.028978
8,2,12.905294,4.253146
8,3,12.450783,3.7832365
8,4,12.475956,4.353624
8,5,12.679579,4.203078
9,2,11.231765,5.6990156
9,3,11.392194,5.607168
9,4,11.441416,5.844203
9,5,11.307011,5.4103055
10,2,12.007006,4.469729
10,3,11.80706,4.8127303
10,4,11.949696,4.084982
10,5,12.059188,5.0837092
11,2,12.373132,5.352864
11,3,12.3963785,4.603151
11,4,12.180017,4.168207
11,5,12.503972,5.08023
12,2,11.11474,4.288062
12,3,10.9989395,4.613614
12,4,10.742919,4.4618216
12,5,10.982174,4.3082514
13,2,8.154571,8.637767
13,3,11.56931,8.851777
13,4,11.484086,9.051751
13,5,11.985368,8.862916
14,2,8.984549,9.741022
14,3,9.735779,9.67757
14,4,9.587171,9.49045
14,5,9.146798,9.306261
15,2,9.1947155,8.194513
15,3,9.004971,8.391183
15,4,8.726408,8.815368
15,5,12.288917,9.942862
16,2,4.2964916,12.828765
16,3,4.1454706,12.718481
16,4,4.316973,12.465826
16,5,3.9934828,12.571459
17,2,10.060363,10.949297
17,3,8.848458,10.019609
17,4,9.687299,10.763216
17,5,10.400201,10.84213
18,2,10.201156,11.088771
18,3,8.924528,10.113034
18,4,9.767235,10.486422
18,5,10.523356,10.938664
19,2,12.918973,9.780436
19,3,12.971112,9.370372
19,4,12.60913,9.8328705
19,5,12.732832,9.659484
20,2,14.035299,3.8893821
20,3,13.587698,3.7521882
20,4,13.946746,3.7720077
20,5,13.833188,4.0560794
21,2,5.3433805,11.917005
21,3,5.5051093,12.3705635
21,4,5.5472126,11.940174
21,5,5.4470367,12.135424
22,2,6.0292144,12.363015
22,3,6.247284,12.168521
22,4,5.9742284,12.433067
22,5,5.9533277,11.8747
23,2,4.8894515,12.103359
23,3,4.8954396,12.388852
23,4,4.8442683,12.221776
23,5,5.071729,12.548731
24,2,12.363287,9.083591
24,3,12.568867,8.8151
24,4,12.500645,8.867587
24,5,12.401438,9.264113
