f_id,i_id,dim0,dim1
1,1,2.0685246,7.8387055
1,2,1.8533219,8.073271
1,3,1.7361645,8.205282
1,4,2.1549451,8.035239
2,1,4.4597507,1.8548692
2,2,4.6076293,2.2139509
2,3,5.044416,1.9933263
2,4,4.7750497,1.9915627
3,1,6.01158,8.371536
3,2,2.3069677,6.3376107
3,3,2.132682,6.668596
3,4,2.442591,6.8012786
4,1,3.5499704,6.050029
4,2,2.4697585,6.156148
4,3,2.686175,6.3876143
4,4,2.89731,6.0953965
5,1,1.5990118,9.159756
5,2,1.1004817,9.482439
5,3,1.3453895,9.339422
5,4,1.6468898,9.498892
6,1,5.4865303,3.07963
6,2,5.03373,3.1433296
6,3,5.290766,3.3063326
6,4,5.3245397,2.8581133
7,1,2.796469,8.717424
7,2,3.4592261,8.817937
7,3,4.1973853,9.003974
7,4,4.2011642,9.250665
8,1,6.492483,3.1252434
8,2,5.911075,3.3851511
8,3,5.651919,3.6521072
8,4,6.5484943,3.5102942
9,1,7.0819297,3.6533992
9,2,6.972347,3.2784185
9,3,6.7675385,3.2464345
9,4,6.7101793,3.7049074
10,1,5.8565216,1.7245616
10,2,5.913163,2.0029817
10,3,6.1002116,2.7179193
10,4,6.180679,2.072526
11,1,5.3333845,2.4359925
11,2,5.826039,2.6332986
11,3,5.9126687,2.5337234
11,4,5.5309696,2.2228127
12,1,7.202859,2.093487
12,2,7.0605397,2.1446106
12,3,7.006017,1.9714425
12,4,7.2544346,1.8051239
13,1,1.587174,8.54733
13,2,1.9942603,8.483551
13,3,4.7355866,8.7626915
13,4,4.860367,8.941534
14,1,2.202632,8.881648
14,2,2.3149197,9.265833
14,3,4.1924634,9.761933
14,4,3.5307374,10.095129
15,1,4.077019,10.045925
15,2,3.4727085,9.789489
15,3,3.1920052,9.720711
15,4,4.038195,9.945776
16,1,3.611848,-9.659052
16,2,3.9169595,-9.637009
16,3,3.6409807,-9.972297
16,4,3.8593197,-9.539433
17,1,2.9863808,9.75389
17,2,3.2220767,10.511938
17,3,2.228946,9.997091
17,4,2.9329824,10.344036
18,1,2.717787,9.999432
18,2,3.6081498,10.597864
18,3,2.0605135,9.663329
18,4,3.0696201,10.544274
19,1,5.2669077,8.669323
19,2,5.5698423,9.086578
19,3,5.4428062,8.85416
19,4,5.384998,9.2620535
20,1,4.8676414,4.02197
20,2,4.911471,4.1544
20,3,5.060957,3.8280141
20,4,5.3325243,4.155718
21,1,3.830251,-8.056675
21,2,4.472859,-8.5194845
21,3,4.096525,-7.8045697
21,4,4.620405,-7.8347654
22,1,4.3807287,-7.810456
22,2,4.5533824,-8.155882
22,3,4.1880927,-8.196953
22,4,4.6559987,-8.092444
23,1,3.6085286,-8.79273
23,2,3.5581796,-8.478352
23,3,3.7416024,-8.716318
23,4,3.9211571,-8.936815
24,1,5.7227116,8.247753
24,2,5.988808,8.817736
24,3,5.910858,8.342049
24,4,6.000643,8.53003
