f_id,i_id,dim0,dim1
1,2,-2.496308,1.51682
2,2,8.940657,5.5269685
3,2,1.1268698,1.6259842
4,2,1.9362156,0.72607267
5,2,-0.92842513,0.5118112
6,2,9.110518,3.0350156
7,2,-0.18936433,1.985337
8,2,8.452542,2.9283419
9,2,11.205054,5.17352
10,2,9.878343,3.252781
11,2,9.855889,5.406945
12,2,11.250937,3.5759795
13,2,-2.5454195,2.0174785
14,2,-2.0764883,2.5934842
15,2,-0.35626996,2.6275363
16,2,-0.48773283,-5.21723
17,2,-1.2988875,4.3184185
18,2,-1.0700655,4.42494
19,2,0.53630936,4.8259234
20,2,7.003403,3.966732
21,2,1.2116045,-6.553162
22,2,1.6514086,-6.2719846
23,2,-0.1386049,-7.0720067
24,2,1.7933933,4.395796
