,f_id,i_id,true,predicted,treshold_true,label_true,percentage_change_predicted,threshold_predicted,label_predicted,label
0,1,5,0.003953557661947,0.3069276049083895,1.0977459561855567,good,7663.326885619206,5,poor,"good, poor"
1,2,5,0.5543385055859913,1.1054369508026478,1.0977459561855567,good,99.41550869429327,5,poor,"good, poor"
2,3,5,1.5792832466444646,1.6213111448221424,1.0977459561855567,poor,2.6612007863045064,5,good,"poor, good"
3,4,5,1.6843155066988664,1.975874596226572,1.0977459561855567,poor,17.310241956932394,5,poor,"poor, poor"
4,5,5,0.2125489564161583,0.1576142440265364,1.0977459561855567,good,25.845674952203947,5,poor,"good, poor"
5,6,5,1.3831478735036158,2.098029326796749,1.0977459561855567,poor,51.685106631605905,5,poor,"poor, poor"
6,7,5,1.0344632619662582,0.8416125259895562,1.0977459561855567,good,18.64258916359587,5,poor,"good, poor"
7,8,5,1.8240889504122384,1.6494444630804443,1.0977459561855567,poor,9.57434051076977,5,poor,"poor, poor"
8,9,5,2.272683782188846,2.4101104515123346,1.0977459561855567,poor,6.046889162518315,5,poor,"poor, poor"
9,10,5,4.537944233052587,3.701304505185053,1.0977459561855567,poor,18.43653612518599,5,poor,"poor, poor"
10,11,5,2.037244025872633,2.27097384778117,1.0977459561855567,poor,11.47284365251339,5,poor,"poor, poor"
11,12,5,5.013253081895612,5.321286525092433,1.0977459561855567,poor,6.1443824631400386,5,poor,"poor, poor"
12,13,5,2.143273979870315,1.1998287142133643,1.0977459561855567,poor,44.01888300412421,5,poor,"poor, poor"
13,14,5,0.0328247432538263,0.1803936730749396,1.0977459561855567,good,449.5661357653165,5,poor,"good, poor"
14,15,5,1.8641536224080548,1.0838882319821976,1.0977459561855567,poor,41.85628164152775,5,poor,"poor, poor"
15,16,5,1.0373452884397747,1.0256105351872558,1.0977459561855567,good,1.131229242884851,5,good,"good, good"
16,17,5,0.6110132320011353,1.0341914664038068,1.0977459561855567,good,69.25844028233502,5,poor,"good, poor"
17,18,5,1.1328545481734595,1.439188336657475,1.0977459561855567,poor,27.040875545578903,5,poor,"poor, poor"
18,19,5,0.8065983491121052,0.9429860498799968,1.0977459561855567,good,16.908998253966892,5,poor,"good, poor"
19,20,5,0.5458720012763641,0.7080698842661035,1.0977459561855567,good,29.71353771772255,5,poor,"good, poor"
20,21,5,0.9857515042304508,1.0716827766338637,1.0977459561855567,good,8.71733616785065,5,poor,"good, poor"
21,22,5,0.9684214215128064,0.938300249195295,1.0977459561855567,good,3.1103372610715336,5,good,"good, good"
22,23,5,0.4613216460087248,0.5693194958364955,1.0977459561855567,good,23.410531624117255,5,poor,"good, poor"
23,24,5,1.9030562496511527,1.8597754101929105,1.0977459561855567,poor,2.2742806191974623,5,good,"poor, good"
