f_id,i_id,dim0,dim1
1,4,7.7969065,5.5203543
2,4,1.0981845,0.00813018
3,4,4.8455815,6.256103
4,4,4.5939255,5.635009
5,4,7.016405,8.130948
6,4,2.9745135,-0.7307989
7,4,9.108379,4.9004574
8,4,3.4711132,-3.0053577
9,4,2.4943993,-3.1908078
10,4,0.37646243,-1.0929911
11,4,0.5073143,-1.0498599
12,4,1.3338568,-2.8705528
13,4,9.5943775,5.2412996
14,4,6.143327,7.8902006
15,4,9.086006,5.758978
16,4,-6.3489437,1.5227273
17,4,8.116823,7.792477
18,4,7.9417853,7.970286
19,4,10.524809,7.292527
20,4,4.287642,-2.0709052
21,4,-7.1321254,-0.86949944
22,4,-5.829726,-0.5755489
23,4,-7.870343,0.12054402
24,4,11.18735,6.0127826
