f_id,i_id,dim0,dim1
1,5,1.2173071,7.8849387
2,5,4.991796,1.4571321
3,5,6.200682,9.449096
4,5,3.1337566,5.6341224
5,5,0.9482103,9.694109
6,5,6.2385674,4.068644
7,5,1.1003823,8.663163
8,5,5.8798885,4.038667
9,5,7.412877,3.8792112
10,5,6.830096,2.7172081
11,5,5.465194,1.5515605
12,5,7.153131,1.4085062
13,5,4.6626916,8.247751
14,5,2.434936,8.541716
15,5,4.54198,10.489768
16,5,3.1817288,-9.563712
17,5,3.2335618,11.209585
18,5,3.2771623,11.164113
19,5,5.277492,8.242151
20,5,4.5339265,4.1167207
21,5,4.118226,-7.3078213
22,5,4.948075,-7.613403
23,5,3.143095,-8.5131235
24,5,6.368805,8.141202
