f_id,i_id,dim0,dim1
1,2,-3.524688,-1.0771831
2,2,7.3786697,-1.1936466
3,2,10.070142,-3.503421
4,2,11.319382,-2.8134875
5,2,-1.5922937,-2.4047263
6,2,8.7834,-2.1698484
7,2,-5.124112,-2.4722676
8,2,9.1895075,-2.329217
9,2,10.219442,-0.77389467
10,2,9.795027,0.07044015
11,2,9.046863,0.51068795
12,2,8.830548,0.75090194
13,2,-1.3595833,-1.0222511
14,2,-2.4770455,-2.9600747
15,2,-3.583406,-4.5642853
16,2,-5.4130497,-5.502735
17,2,-6.4125333,-4.37243
18,2,-5.0884876,-5.3943143
19,2,-5.078313,-3.7910254
20,2,-1.5919262,0.12031908
21,2,-6.36334,-5.0626445
22,2,-4.960092,-2.2456086
23,2,-5.5800834,-1.7740082
24,2,12.896522,-3.8831024
