f_id,i_id,dim0,dim1
1,1,-1.4887629,11.981585
2,1,-5.1857233,16.829355
3,1,6.6403713,-0.7968115
4,1,3.8698187,4.0461893
5,1,-1.0447873,13.812089
6,1,-4.3886533,20.544188
7,1,2.5084054,13.805125
8,1,-3.4340005,20.000933
9,1,-5.398736,19.831163
10,1,-3.5092626,19.005241
11,1,-5.773345,18.817114
12,1,-3.0041008,17.845488
13,1,-1.7304565,11.880704
14,1,0.41953185,13.372946
15,1,5.6268806,-0.24642694
16,1,2.9064357,10.973475
17,1,3.0290475,12.364677
18,1,1.7390996,13.762785
19,1,3.8499885,13.30033
20,1,-2.45427,12.574839
21,1,3.1295528,11.88103
22,1,1.4167651,11.579341
23,1,1.38757,10.35417
24,1,7.361525,0.28179374
