f_id,i_id,dim0,dim1
1,1,-1.5418956,7.3317575
1,2,-1.8966813,7.204433
1,3,-2.196695,7.315913
1,4,-1.4371445,7.068684
2,1,5.711584,2.318097
2,2,5.4579816,2.7337978
2,3,5.195453,2.2663624
2,4,5.614063,2.3915896
3,1,5.3637576,8.32897
3,2,5.654503,6.622873
3,3,-2.2554708,7.8841867
3,4,5.8494487,6.990024
4,1,5.5306435,7.6335883
4,2,6.129813,6.9421034
4,3,6.097349,6.8112206
4,4,5.6319942,7.1281176
5,1,-2.756744,6.778128
5,2,-2.7443554,7.0626545
5,3,-2.4653263,6.6285625
5,4,-2.6469867,6.9235873
6,1,7.1748343,1.8031898
6,2,7.134391,1.9409387
6,3,6.7700143,2.0998647
6,4,6.9289,1.7803142
7,1,0.44055474,9.801735
7,2,0.030506693,9.861278
7,3,-1.300023,8.169881
7,4,-2.104106,11.015879
8,1,6.8483534,1.0346217
8,2,7.0364647,2.5567172
8,3,6.8708806,2.169492
8,4,6.838107,0.5245199
9,1,5.921533,0.42389935
9,2,6.070206,0.6533593
9,3,6.529489,0.7063633
9,4,6.278663,0.421032
10,1,5.419072,0.80524
10,2,5.734147,0.98338586
10,3,6.0329704,1.372883
10,4,5.521105,1.0380803
11,1,6.469048,1.3583895
11,2,6.2364526,1.1980156
11,3,6.020371,1.7183973
11,4,5.7724695,1.602008
12,1,4.6720576,1.5007089
12,2,4.9005127,1.3533473
12,3,4.8332863,1.2459987
12,4,5.111724,1.1061302
13,1,6.1487036,7.725263
13,2,5.9735265,7.5325212
13,3,5.909695,8.13922
13,4,5.875897,8.038788
14,1,-1.5687847,8.955498
14,2,-1.9147091,8.491462
14,3,-1.951461,8.919285
14,4,-1.7476822,8.744274
15,1,5.1642795,8.108131
15,2,-0.8238074,9.420523
15,3,0.35420483,9.282734
15,4,5.3405046,7.950704
16,1,-1.6999688,11.344373
16,2,-1.4008871,11.255692
16,3,-1.891313,11.525807
16,4,-1.3639548,11.206976
17,1,-0.21764614,9.440407
17,2,-0.5052837,9.897201
17,3,-1.1091489,8.454606
17,4,-0.65824527,9.079457
18,1,-0.4565634,9.212071
18,2,-0.6495496,9.667132
18,3,-1.4911591,8.347774
18,4,-0.05529484,9.49805
19,1,0.2149089,10.654722
19,2,-0.047025047,10.280738
19,3,-0.16219437,10.208712
19,4,0.0045168065,10.492837
20,1,-1.798121,6.4932723
20,2,-1.8356643,6.5959606
20,3,-1.3548023,6.6417727
20,4,-1.5693262,6.4384108
21,1,-1.8116256,10.619718
21,2,-1.886517,10.553656
21,3,-2.1105068,10.355601
21,4,-1.6601517,10.512661
22,1,-1.7187424,9.796849
22,2,-1.4369437,9.777806
22,3,-1.9194427,9.803474
22,4,-1.7887068,9.581865
23,1,-3.112372,9.644151
23,2,-3.0797226,9.847023
23,3,-2.947341,9.973626
23,4,-3.2120128,10.005332
24,1,6.250915,8.569808
24,2,6.430536,8.357442
24,3,5.8928003,8.69413
24,4,6.1118436,8.809172
