,f_id,i_id,true,predicted,treshold_true,label_true,percentage_change_predicted,threshold_predicted,label_predicted,label
0,1,3,0.0028785125488409,0.0027354891695947,1.0977459561855567,good,4.968655749087896,5,good,"good, good"
1,2,3,1.0190780312144687,1.082534651851355,1.0977459561855567,good,6.226865725018422,5,poor,"good, poor"
2,3,3,1.560980907353449,0.7405499308548065,1.0977459561855567,poor,52.55868105969566,5,poor,"poor, poor"
3,4,3,1.6606595099406989,1.0700198780438333,1.0977459561855567,poor,35.56657029097777,5,poor,"poor, poor"
4,5,3,0.1780651656911641,0.1309731852635089,1.0977459561855567,good,26.446486736957546,5,poor,"good, poor"
5,6,3,1.3892057851210926,1.4745281387293956,1.0977459561855567,poor,6.141808112386006,5,poor,"poor, poor"
6,7,3,1.2929493195100012,0.651721266553567,1.0977459561855567,poor,49.5942140407673,5,poor,"poor, poor"
7,8,3,1.875485411313908,1.7682679907220158,1.0977459561855567,poor,5.716782436434888,5,poor,"poor, poor"
8,9,3,2.5405811717358127,2.3924071051537528,1.0977459561855567,poor,5.832290195271433,5,poor,"poor, poor"
9,10,3,4.471777537030956,2.902056973484723,1.0977459561855567,poor,35.102832163436545,5,poor,"poor, poor"
10,11,3,2.0646427029893832,3.31686036355795,1.0977459561855567,poor,60.65057449192002,5,poor,"poor, poor"
11,12,3,5.298826317815776,5.225645947650255,1.0977459561855567,poor,1.3810675379087862,5,good,"poor, good"
12,13,3,1.9088525351995969,1.97859619472143,1.0977459561855567,poor,3.653695517896063,5,good,"poor, good"
13,14,3,0.0616073140490532,0.9517197973134492,1.0977459561855567,good,1444.8162478819763,5,poor,"good, poor"
14,15,3,1.7988906109153602,1.3759988759065576,1.0977459561855567,poor,23.50847419196965,5,poor,"poor, poor"
15,16,3,1.0838741555583922,1.0917956065248302,1.0977459561855567,good,0.7308460051210511,5,good,"good, good"
16,17,3,0.4529770864477538,0.3777766051031811,1.0977459561855567,good,16.60138748612978,5,poor,"good, poor"
17,18,3,0.9567864265732876,0.3777766051031811,1.0977459561855567,good,60.516099036210115,5,poor,"good, poor"
18,19,3,0.8246057096946642,0.8139725834376634,1.0977459561855567,good,1.2894800668962128,5,good,"good, good"
19,20,3,0.5415635991837412,0.5417498758266576,1.0977459561855567,good,0.03439607890876216,5,good,"good, good"
20,21,3,1.086555318950457,0.9590351683360544,1.0977459561855567,good,11.73618575974383,5,poor,"good, poor"
21,22,3,0.8478048343752417,0.8862561736423079,1.0977459561855567,good,4.535399859497324,5,good,"good, good"
22,23,3,0.4666913203620846,0.4463400244084996,1.0977459561855567,good,4.360761613864027,5,good,"good, good"
23,24,3,1.8986481359438536,1.9031808617020147,1.0977459561855567,poor,0.23873437486129054,5,good,"poor, good"
