f_id,i_id,dim0,dim1
1,1,4.6720104,7.320943
1,2,5.1794043,6.5406737
1,4,4.825837,6.640395
1,5,4.786903,6.9415283
2,1,8.193472,6.511169
2,2,7.8037357,6.218553
2,4,8.103154,6.24468
2,5,8.323188,6.1591063
3,1,9.468825,1.6261288
3,2,10.0161,2.6877446
3,4,4.3707156,6.6064453
3,5,9.41482,1.4862856
4,1,9.5424,1.9422681
4,2,10.5708065,2.5153897
4,4,10.742654,2.1131308
4,5,10.007609,2.1966295
5,1,5.3419967,5.7674174
5,2,5.422932,5.5895524
5,4,5.2574086,5.683786
5,5,5.4577775,5.940588
6,1,11.829578,3.3769515
6,2,11.806425,3.7181294
6,4,11.644544,3.6876788
6,5,11.676174,4.123151
7,1,3.11937,5.5053177
7,2,3.5658672,5.5256476
7,4,9.278236,0.94025445
7,5,3.8702693,5.9091268
8,1,11.045196,4.047928
8,2,11.241423,3.0269637
8,4,10.926336,3.8137329
8,5,11.397897,3.1405354
9,1,11.4894,4.4843426
9,2,11.963846,4.343597
9,4,11.733279,4.6154966
9,5,12.240702,4.151704
10,1,12.447775,4.7110553
10,2,12.709656,4.6983666
10,4,12.813453,4.9227357
10,5,12.8691,4.235093
11,1,13.178575,4.6091104
11,2,13.236924,4.324557
11,4,12.47177,4.3876195
11,5,13.424742,4.823028
12,1,12.466566,5.5970516
12,2,12.51586,5.5121374
12,4,12.65403,5.532514
12,5,12.531858,5.4984922
13,1,10.910409,1.9586637
13,2,10.818585,1.8128544
13,4,9.020539,1.8956916
13,5,9.227626,1.7167538
14,1,4.556326,6.353066
14,2,4.277457,6.0186977
14,4,2.3355894,5.0686784
14,5,4.252777,6.8096466
15,1,8.920177,1.5365745
15,2,2.2082212,4.8270903
15,4,9.027832,1.1671171
15,5,8.893283,1.6487631
16,1,1.5266374,2.8235497
16,2,1.2347336,2.6738372
16,4,1.3269391,2.8882737
16,5,1.5626761,3.0114355
17,1,2.1677313,4.465866
17,2,2.5601487,4.225208
17,4,3.4269783,4.272295
17,5,3.0609107,4.2514815
18,1,2.6440003,4.442636
18,2,3.1551526,4.205552
18,4,3.2531104,4.0771713
18,5,2.7555337,3.970507
19,1,2.9884372,4.975454
19,2,2.8653839,5.1613
19,4,2.7230291,4.9891286
19,5,2.6914966,5.253812
20,1,5.073906,7.5024476
20,2,5.095448,7.0752172
20,4,5.2541437,7.284646
20,5,5.0078225,7.1307244
21,1,-0.058299586,3.2280393
21,2,-0.4269927,3.0509853
21,4,-0.39819193,2.929143
21,5,-0.062297758,2.9501493
22,1,-0.13764068,3.8196068
22,2,-0.5605858,3.717859
22,4,-0.32454014,3.551938
22,5,-0.50164807,3.5069456
23,1,-0.9631875,2.7849941
23,2,-1.2421209,3.0769114
23,4,-1.1079439,3.238948
23,5,-1.1092246,2.8917787
24,1,10.252065,1.0249308
24,2,10.101517,0.8056502
24,4,9.919895,1.0914562
24,5,10.180895,1.2428081
