f_id,i_id,dim0,dim1
1,1,5.6739283,-3.812027
1,2,5.6220417,-3.5192492
1,3,5.1424265,-4.157985
1,5,5.4437995,-3.9982176
2,1,6.7051,-0.5838492
2,2,6.9986777,-0.22732784
2,3,7.1100574,0.38051876
2,5,6.877735,0.18286034
3,1,10.418761,-5.008033
3,2,8.392188,-3.9030743
3,3,6.733641,-3.8942707
3,5,10.167915,-5.2098804
4,1,9.726379,-4.82179
4,2,8.662535,-3.4388978
4,3,6.9353228,-3.3573394
4,5,9.48822,-4.454756
5,1,5.6144347,-2.3558123
5,2,5.7197003,-2.5686498
5,3,5.453197,-2.8203552
5,5,5.7882295,-2.494375
6,1,7.522508,1.102904
6,2,8.086252,0.67358416
6,3,7.9354734,0.96562284
6,5,8.271809,1.4010186
7,1,5.844864,-5.41877
7,2,6.0492578,-4.924375
7,3,6.007416,-5.284772
7,5,5.5699563,-5.583034
8,1,8.549304,2.19848
8,2,7.9997153,0.79913783
8,3,7.604076,0.9317691
8,5,8.329339,0.8421293
9,1,8.240286,1.985092
9,2,8.136996,2.3998325
9,3,8.255154,1.8047734
9,5,7.9846334,2.2064044
10,1,7.443908,1.8795805
10,2,7.6338353,1.9525326
10,3,7.4043536,2.670325
10,5,7.205696,2.5201106
11,1,6.7759104,2.7191277
11,2,6.641361,2.4968762
11,3,7.415354,2.1376128
11,5,6.6125035,2.3792257
12,1,7.1238647,3.550615
12,2,7.4722805,3.2844806
12,3,7.0744405,3.1676786
12,5,7.5057144,3.3881946
13,1,9.740643,-3.3054116
13,2,9.892645,-3.442861
13,3,10.425285,-3.9035788
13,5,10.418054,-4.9321713
14,1,6.7425194,-4.38555
14,2,6.4595594,-4.2047677
14,3,6.921352,-5.958119
14,5,6.3654604,-4.3045864
15,1,10.171168,-5.1568747
15,2,9.662415,-5.7695456
15,3,9.238104,-5.6273293
15,5,9.990522,-5.1023393
16,1,4.674209,-7.9366975
16,2,5.053951,-8.130833
16,3,5.0912185,-8.023309
16,5,4.829926,-7.8614116
17,1,7.3620906,-6.4503307
17,2,5.5959,-6.69293
17,3,5.4047537,-5.0073495
17,5,5.6498094,-7.4195285
18,1,6.9578323,-6.388807
18,2,5.887979,-6.82191
18,3,5.3942165,-4.653215
18,5,5.0640197,-7.456762
19,1,6.6155787,-7.19641
19,2,6.2954497,-7.162713
19,3,5.9803658,-7.3064833
19,5,6.476811,-6.923909
20,1,6.4595137,-2.7928123
20,2,6.3040614,-3.1276174
20,3,6.467578,-3.260296
20,5,6.6363406,-3.017214
21,1,5.5791492,-6.45835
21,2,5.1904044,-7.0556383
21,3,5.124721,-6.940069
21,5,5.6638684,-6.975666
22,1,6.1055975,-6.2888823
22,2,6.621226,-6.3597565
22,3,6.443738,-6.447543
22,5,6.324717,-6.0046926
23,1,6.7930465,-8.591335
23,2,6.7211494,-8.100252
23,3,6.3722024,-8.27384
23,5,6.5413356,-8.32525
24,1,10.254721,-4.291092
24,2,10.1137,-3.7897243
24,3,10.44226,-4.1512656
24,5,10.173253,-4.0326753
