f_id,i_id,dim0,dim1
1,1,-2.2103868,-0.36647892
1,3,-2.7988753,-0.9629443
1,4,-2.099764,-0.814348
1,5,-2.4327862,-0.5247129
2,1,7.3446593,-0.6477043
2,3,7.707018,-0.18818283
2,4,7.7858744,-0.5159269
2,5,7.836302,-0.80039966
3,1,11.706133,-5.207342
3,3,-2.6510143,-1.5913348
3,4,10.73876,-3.6155598
3,5,11.546866,-4.8019614
4,1,11.288285,-4.3433957
4,3,10.806778,-3.221947
4,4,11.288908,-3.490604
4,5,11.171781,-3.7322078
5,1,-1.595551,-1.7547796
5,3,-1.8291243,-2.1858056
5,4,-1.9405029,-1.8868321
5,5,-1.9600705,-1.796242
6,1,8.723326,-1.5718837
6,3,8.815261,-1.5902333
6,4,8.483702,-1.2720726
6,5,9.187068,-1.7568843
7,1,-4.886954,-2.9633868
7,3,-3.2906964,-3.1182125
7,4,-6.039609,-3.6968572
7,5,-5.2031636,-2.9768353
8,1,9.901228,-1.484438
8,3,8.615525,-1.2040913
8,4,9.824243,-1.8857746
8,5,9.041243,-1.4958473
9,1,9.52321,-0.7933817
9,3,9.802712,-0.72489506
9,4,9.444942,-0.99909455
9,5,9.762857,-0.5154195
10,1,9.349796,-0.2947022
10,3,8.43091,-0.31918323
10,4,9.054291,-0.1803198
10,5,8.629932,0.034122203
11,1,8.231837,-0.095087245
11,3,8.845541,-0.63772887
11,4,9.024832,-0.42157274
11,5,8.405696,-0.38893574
12,1,8.394374,1.0139012
12,3,8.061082,0.5527038
12,4,7.9429855,0.8022639
12,5,8.1438055,0.7311095
13,1,-2.0628939,-0.3416807
13,3,12.106585,-4.4807262
13,4,11.769727,-4.3002696
13,5,12.046523,-4.700461
14,1,-3.0695338,-2.0020351
14,3,-3.0687518,-2.450608
14,4,-3.3306468,-2.7645113
14,5,-2.6661665,-2.104735
15,1,11.825053,-4.763956
15,3,-5.546193,-2.8205078
15,4,11.788725,-4.985211
15,5,11.4328,-4.989979
16,1,-5.677874,-4.6432605
16,3,-5.820924,-5.1641607
16,4,-5.366715,-4.8624325
16,5,-5.8917556,-4.801888
17,1,-4.352836,-2.9002702
17,3,-3.7459476,-2.7660737
17,4,-4.282651,-4.0686874
17,5,-5.3359184,-4.426798
18,1,-4.308899,-3.0567496
18,3,-2.9217966,-1.2000062
18,4,-4.739047,-4.258988
18,5,-5.5302215,-4.0096755
19,1,-5.4167194,-3.3797479
19,3,-5.7208514,-3.4989636
19,4,-5.6581507,-3.4263713
19,5,-5.116042,-3.5347502
20,1,-1.503683,-0.37247574
20,3,-1.6599917,-0.6276938
20,4,-1.6364079,-0.4424475
20,5,-1.3698335,-0.3067469
21,1,-4.7458777,-4.604449
21,3,-5.710616,-4.8731995
21,4,-5.823223,-4.2924395
21,5,-4.9479585,-4.844931
22,1,-4.3333406,-3.5231698
22,3,-3.8758466,-3.2997892
22,4,-4.071411,-3.5041847
22,5,-4.476782,-3.3897219
23,1,-6.4646163,-1.6004549
23,3,-6.18423,-1.4463453
23,4,-6.285159,-1.7907938
23,5,-5.9786377,-1.4563828
24,1,12.133533,-4.072573
24,3,12.11743,-3.7975347
24,4,12.491412,-4.1211896
24,5,12.228465,-3.8521202
