f_id,i_id,dim0,dim1
1,4,4.9274187,-3.6546106
2,4,6.4945154,1.1708778
3,4,7.1636214,-3.7696452
4,4,8.508368,-2.6978831
5,4,5.024858,-2.5140128
6,4,8.855321,0.75049734
7,4,4.616726,-7.150607
8,4,9.851643,-2.2021954
9,4,8.954015,2.1523423
10,4,8.380244,2.619109
11,4,8.871614,1.8524902
12,4,6.759974,3.6261275
13,4,11.01703,-4.4983253
14,4,5.0007157,-6.140858
15,4,10.82134,-4.8608575
16,4,4.31316,-7.3768044
17,4,7.0315638,-7.448705
18,4,5.0568542,-6.3902307
19,4,5.0222692,-6.49446
20,4,7.1186852,-2.934667
21,4,4.7713914,-6.537703
22,4,5.11988,-6.3539243
23,4,6.346776,-8.707171
24,4,10.893219,-4.32897
