f_id,i_id,dim0,dim1
1,5,-0.97486895,7.2476015
2,5,5.0992584,2.343384
3,5,5.2026963,8.76522
4,5,5.1949363,7.111697
5,5,-3.0825756,6.4178896
6,5,7.432473,1.0521799
7,5,0.87108517,10.020036
8,5,7.6236916,2.2733715
9,5,6.542823,-0.052596774
10,5,7.339338,1.1416919
11,5,6.875386,0.89264995
12,5,4.3200903,1.1918932
13,5,4.80577,8.734837
14,5,-2.480011,8.843837
15,5,4.8346305,8.506665
16,5,-1.5264198,11.979387
17,5,0.60587204,9.889688
18,5,0.3066372,8.737864
19,5,0.5943794,10.982892
20,5,-1.046418,6.271017
21,5,-2.5206807,10.697613
22,5,-2.2518332,9.962282
23,5,-3.5937402,10.332895
24,5,6.4248266,9.123737
