f_id,i_id,dim0,dim1
1,3,2.5505693,3.1836233
2,3,9.207568,5.9373407
3,3,3.6133153,6.5767245
4,3,4.551549,7.706066
5,3,5.6803246,5.36878
6,3,12.333667,3.296767
7,3,2.755807,3.2516418
8,3,12.288591,3.1515253
9,3,11.488603,5.034009
10,3,11.680246,4.9833984
11,3,11.848765,5.1160383
12,3,12.049983,5.4788923
13,3,8.535271,1.8976696
14,3,1.9054453,5.304111
15,3,7.851724,2.134575
16,3,0.8924228,2.4146793
17,3,3.7914436,4.8391757
18,3,3.8110414,5.1411047
19,3,2.3153758,5.60519
20,3,5.46538,7.7007856
21,3,0.09989751,2.4651148
22,3,0.4149563,3.8406596
23,3,-1.5704737,2.6617951
24,3,9.931129,0.5924548
