f_id,i_id,dim0,dim1
1,1,19.040798,5.32938
2,1,11.310741,-23.216324
3,1,8.9776745,8.369384
4,1,8.626816,8.093256
5,1,18.69486,4.1379333
6,1,10.53832,9.657105
7,1,11.231209,9.863476
8,1,10.331184,6.742808
9,1,8.294871,4.9477124
10,1,11.1946335,18.260046
11,1,11.0833645,16.688799
12,1,11.507482,17.21303
13,1,11.334102,7.6884737
14,1,1.0342209,-6.2504115
15,1,10.567043,7.26984
16,1,3.1101234,-9.895198
17,1,2.1856503,-6.1135783
18,1,9.429603,8.616112
19,1,3.980548,-7.366029
20,1,10.252066,-24.280987
21,1,1.6824263,-8.051806
22,1,1.7230225,-7.9565387
23,1,4.2715073,-6.127495
24,1,7.9566073,7.303495
