f_id,i_id,dim0,dim1
1,1,9.347037,7.301657
1,2,8.814935,8.048487
1,3,8.951613,7.5484586
1,4,9.034856,7.6666102
2,1,14.263812,5.6684117
2,2,14.4234915,5.8863497
2,3,13.889291,5.9903607
2,4,14.144517,6.192924
3,1,12.068005,9.3200865
3,2,11.559702,6.9232545
3,3,10.597067,7.8679194
3,4,10.979216,7.265386
4,1,13.32594,9.916727
4,2,11.789947,6.779812
4,3,11.217312,6.94053
4,4,11.773578,7.1527348
5,1,9.11268,8.803487
5,2,8.937683,8.953866
5,3,9.134575,9.127889
5,4,9.368095,8.9978285
6,1,12.773042,6.5074234
6,2,12.713013,6.8853416
6,3,12.826376,6.8792562
6,4,13.063864,6.6804743
7,1,9.888574,8.831059
7,2,10.118616,9.27042
7,3,10.657386,10.083983
7,4,10.84984,9.818613
8,1,12.088339,9.212916
8,2,9.914915,7.5215797
8,3,9.867932,7.2390504
8,4,12.196034,9.520876
9,1,13.745278,10.606648
9,2,13.8663845,10.349139
9,3,13.734173,10.539105
9,4,13.488753,10.812793
10,1,13.163998,5.329292
10,2,13.516625,5.2874074
10,3,13.659393,4.6532173
10,4,13.334734,5.1744795
11,1,13.810215,5.036838
11,2,13.872032,5.128259
11,3,13.747868,4.6616282
11,4,13.93707,4.91319
12,1,12.527689,7.5457625
12,2,12.252614,7.9807706
12,3,12.850955,7.4958982
12,4,12.440541,7.6678467
13,1,9.5300045,7.9619823
13,2,9.468343,8.189718
13,3,11.319671,9.808081
13,4,11.565567,9.721825
14,1,10.0061455,8.475805
14,2,9.925005,8.725677
14,3,10.546829,9.514669
14,4,10.491726,9.455178
15,1,11.715366,9.333698
15,2,11.838354,8.606463
15,3,11.487453,8.46898
15,4,11.442119,9.304074
16,1,3.4927623,8.647302
16,2,3.881711,8.510723
16,3,3.7666686,8.2444
16,4,3.7292404,8.5158
17,1,9.587419,9.8692
17,2,8.505356,10.587306
17,3,9.107018,9.586592
17,4,9.211449,10.564772
18,1,9.527476,9.9372635
18,2,8.891257,10.756388
18,3,8.818036,9.76118
18,4,8.968453,10.385805
19,1,14.085568,11.127467
19,2,13.768874,11.226079
19,3,13.90355,10.988777
19,4,13.951484,11.252298
20,1,9.634354,6.7153196
20,2,9.479764,6.4719915
20,3,9.789583,6.5362563
20,4,9.396408,6.878518
21,1,2.8920019,7.823647
21,2,2.8339107,7.4291
21,3,2.8764164,7.530031
21,4,2.7357,7.6032324
22,1,2.5258982,8.090966
22,2,2.566684,7.983104
22,3,2.5776198,8.374585
22,4,2.3176262,8.234368
23,1,3.5571387,7.473105
23,2,3.231492,7.1669693
23,3,3.3776996,7.369488
23,4,3.5114722,7.6601343
24,1,12.936456,10.993685
24,2,13.015258,11.123033
24,3,13.051986,10.87999
24,4,12.837575,10.63364
