f_id,i_id,dim0,dim1
1,1,8.671363,6.203088
1,2,8.278096,5.657463
1,3,8.395153,5.7034717
1,5,8.474462,5.9066486
2,1,12.21504,3.827337
2,2,12.001031,4.2141776
2,3,11.973637,3.9390492
2,5,11.9193,3.702519
3,1,7.8445525,7.9198904
3,2,6.921941,4.9130254
3,3,7.405002,4.6153355
3,5,8.266858,7.997645
4,1,6.789788,5.7077727
4,2,6.8971353,4.6982026
4,3,6.958458,5.2479672
4,5,6.8431764,5.250454
5,1,8.894814,3.126765
5,2,8.771625,2.948835
5,3,8.710934,3.4009328
5,5,8.685318,3.1531386
6,1,6.529684,2.7394166
6,2,6.7936187,3.0197341
6,3,6.8893604,2.6758854
6,5,6.9888043,3.1392646
7,1,10.672637,4.5907483
7,2,10.59349,5.201765
7,3,10.438913,5.26565
7,5,10.260152,4.943534
8,1,8.220399,7.301522
8,2,8.590441,6.563456
8,3,8.46918,6.506154
8,5,8.678201,6.6687164
9,1,7.24666,9.764546
9,2,7.5416384,9.843821
9,3,7.244126,10.148193
9,5,7.5375605,10.252592
10,1,11.683878,4.3971453
10,2,11.633156,4.709272
10,3,11.753915,5.1132226
10,5,11.753369,4.85017
11,1,11.737579,4.811143
11,2,12.050626,5.050435
11,3,11.403778,4.5439405
11,5,11.719661,5.221563
12,1,6.9568,1.9205865
12,2,7.3875785,2.4413242
12,3,6.654532,2.0799396
12,5,6.9395914,1.7266475
13,1,8.35099,5.2705274
13,2,8.31288,4.9523106
13,3,8.486692,8.608282
13,5,8.066178,8.598683
14,1,8.431692,4.0804863
14,2,8.069919,3.6330328
14,3,10.033184,4.8389444
14,5,8.101514,3.9793756
15,1,7.666676,8.42517
15,2,7.2714252,1.8533576
15,3,7.2835608,2.0946255
15,5,7.5354567,8.78256
16,1,1.2528915,17.423115
16,2,1.4529948,17.632744
16,3,1.6341485,17.83955
16,5,1.6207119,17.774809
17,1,7.8475795,3.286541
17,2,8.56609,2.054666
17,3,8.16534,3.335406
17,5,8.133714,2.1539264
18,1,7.765557,3.1848805
18,2,8.252387,2.1003923
18,3,8.148139,2.9617639
18,5,7.908652,1.8485221
19,1,7.404288,9.59949
19,2,7.5155993,9.381395
19,3,7.0686893,9.824241
19,5,7.653739,9.946269
20,1,9.606459,6.449699
20,2,9.750472,6.742464
20,3,9.361533,6.5813417
20,5,9.556288,6.521162
21,1,0.6780358,19.019821
21,2,0.0532715,18.971897
21,3,0.25984997,18.861818
21,5,0.26301143,18.756145
22,1,0.68588245,19.14318
22,2,0.45144153,18.586077
22,3,0.88952464,18.965374
22,5,0.34559417,19.154388
23,1,0.7147099,18.100101
23,2,0.5589972,17.966845
23,3,0.88994795,18.199322
23,5,0.8097695,18.146767
24,1,8.347374,9.665324
24,2,8.303512,9.749698
24,3,8.062488,9.360265
24,5,8.213369,9.398621
