f_id,i_id,dim0,dim1
1,2,1.1772548,7.798998
2,2,-1.4855032,8.6645355
3,2,1.3873674,7.9691076
4,2,-0.39692926,6.1240597
5,2,3.9126513,7.9321613
6,2,-0.042344753,9.40219
7,2,3.9056227,6.816156
8,2,-0.19318756,6.378302
9,2,6.2953115,3.7619786
10,2,-1.6660594,8.479099
11,2,-1.461331,6.754483
12,2,1.457125,9.015708
13,2,2.0221004,7.1020923
14,2,2.4080217,8.157722
15,2,3.2991123,5.284864
16,2,8.365532,12.992209
17,2,7.308825,13.938317
18,2,5.5495477,13.130714
19,2,5.5824347,2.8820567
20,2,-0.2887597,7.3246946
21,2,5.795066,13.663866
22,2,6.042941,14.067837
23,2,7.3343606,13.781988
24,2,5.3839316,4.6973615
