,f_id,i_id,true,predicted,treshold_true,label_true,percentage_change_predicted,threshold_predicted,label_predicted,label
0,1,2,5.9154469366221475e-09,-0.1903730203967243,0.6214488836418388,good,3218235720.0025616,15,poor,"good, poor"
1,2,2,6.061811786015358e-09,0.5088982746120356,0.6214488836418388,good,8395151260.292437,15,poor,"good, poor"
2,3,2,0.8110567795299243,1.0962728589483224,0.6214488836418388,poor,35.165981792754984,15,poor,"poor, poor"
3,4,2,0.9757601368911124,0.5675090456517063,0.6214488836418388,poor,41.83928773111623,15,poor,"poor, poor"
4,5,2,0.0036858746512028,-0.0648458346768279,0.6214488836418388,good,1859.3065639295946,15,poor,"good, poor"
5,6,2,0.1527709427088042,0.3728410546438424,0.6214488836418388,good,144.05233615302913,15,poor,"good, poor"
6,7,2,0.4963892770902541,0.1096067010366722,0.6214488836418388,good,77.91920452448787,15,poor,"good, poor"
7,8,2,0.8709808915991545,0.8808902457137032,0.6214488836418388,poor,1.1377234805180152,15,good,"poor, good"
8,9,2,0.9829779780688452,0.8449494731781911,0.6214488836418388,poor,14.041871534276321,15,good,"poor, good"
9,10,2,3.927460834363884,3.3746566152098483,0.6214488836418388,poor,14.075359181616676,15,good,"poor, good"
10,11,2,1.8877947939030573,1.6460845673438254,0.6214488836418388,poor,12.803840085790824,15,good,"poor, good"
11,12,2,0.5088602078519195,1.2706373429434714,0.6214488836418388,good,149.70263410992283,15,poor,"good, poor"
12,13,2,0.8058394069905717,0.6408531383593173,0.6214488836418388,poor,20.47383972538646,15,poor,"poor, poor"
13,14,2,0.0006456406040488,-0.0425944383497037,0.6214488836418388,good,6697.236617801728,15,poor,"good, poor"
14,15,2,1.6288634963401836,1.2186504473336923,0.6214488836418388,poor,25.184004057318464,15,poor,"poor, poor"
15,16,2,1.10816105287277,0.9721033968024066,0.6214488836418388,poor,12.277787214922476,15,good,"poor, good"
16,17,2,0.0447356665110653,0.8902793028878199,0.6214488836418388,good,1890.088384326655,15,poor,"good, poor"
17,18,2,0.3389455264032417,0.6273003045832307,0.6214488836418388,good,85.0740770175957,15,poor,"good, poor"
18,19,2,0.6448650814804283,0.6924055742209335,0.6214488836418388,poor,7.372161108702868,15,good,"poor, good"
19,20,2,0.2254084431963113,0.4036260195024491,0.6214488836418388,good,79.06428604847143,15,poor,"good, poor"
20,21,2,0.4547433923695821,0.4864032415905824,0.6214488836418388,good,6.962135074910441,15,good,"good, good"
21,22,2,0.4705573161570435,0.3831958756969148,0.6214488836418388,good,18.565525911613438,15,poor,"good, poor"
22,23,2,0.4532745592833218,0.5725856696045993,0.6214488836418388,good,26.32203989341954,15,poor,"good, poor"
23,24,2,1.6927456209495122,1.542314422042678,0.6214488836418388,poor,8.886816604047848,15,good,"poor, good"
