f_id,i_id,dim0,dim1
1,3,3.7726238,9.225596
2,3,5.6014543,5.7727566
3,3,3.3392637,7.4487524
4,3,5.192933,8.941597
5,3,2.918675,6.40528
6,3,3.6170404,7.8964667
7,3,6.534427,-0.11595432
8,3,4.536563,9.31594
9,3,7.630798,-0.573188
10,3,6.8314342,4.7669888
11,3,6.580824,4.961448
12,3,3.4117916,2.4690204
13,3,5.507068,1.1390042
14,3,4.7188587,3.1176665
15,3,4.65172,2.9151504
16,3,-0.10750474,1.1053554
17,3,3.05157,5.374531
18,3,2.8548644,5.6435275
19,3,8.149056,-0.40110862
20,3,5.42206,8.560539
21,3,1.800499,1.7165637
22,3,1.9218842,1.9256537
23,3,1.7113818,1.1477854
24,3,6.5647254,0.22001427
