f_id,i_id,dim0,dim1
1,5,8.615394,7.381591
2,5,14.348428,6.3766236
3,5,12.181347,10.195086
4,5,11.463653,7.7751617
5,5,8.412297,8.81805
6,5,13.307883,7.2699714
7,5,10.381508,8.717019
8,5,8.839924,7.0174236
9,5,14.337697,10.375288
10,5,13.864543,4.3017054
11,5,14.482875,4.706673
12,5,13.113873,7.7124715
13,5,11.627306,10.331709
14,5,8.519447,8.614679
15,5,12.072721,10.285749
16,5,3.7828193,9.012975
17,5,8.959101,11.115636
18,5,9.203377,11.213035
19,5,14.412327,11.555764
20,5,9.504411,5.936594
21,5,2.3499227,7.2577066
22,5,2.0606391,7.4138017
23,5,3.5936272,6.7518244
24,5,12.901844,11.490281
