f_id,i_id,dim0,dim1
1,4,7.9234834,5.9272766
2,4,12.486488,4.880608
3,4,7.628832,4.7483616
4,4,7.382317,5.9459105
5,4,9.312385,3.3067458
6,4,6.202678,3.2188232
7,4,10.31426,5.834407
8,4,7.830853,7.227569
9,4,7.3996396,10.518451
10,4,11.086292,3.8575428
11,4,12.610636,4.928526
12,4,6.648586,1.3827456
13,4,8.791218,8.803391
14,4,9.500241,4.2180843
15,4,7.562559,7.607279
16,4,1.8098944,17.340132
17,4,9.087589,2.4633358
18,4,8.9100685,2.4668624
19,4,6.7142463,9.634446
20,4,9.531344,7.106996
21,4,-0.32425278,18.58202
22,4,-0.16854848,19.4311
23,4,0.086173765,17.937542
24,4,8.666014,10.12012
