f_id,i_id,dim0,dim1
1,1,6.970152,1.695744
1,2,6.8134313,1.3927976
1,3,7.5268793,1.2618725
1,5,7.2936583,1.4382452
2,1,1.4091731,-4.1766887
2,2,1.3054031,-4.761579
2,3,1.5463271,-4.594448
2,5,1.2494229,-4.56573
3,1,5.490543,-2.9185917
3,2,3.3756387,-3.5036445
3,3,6.3020196,0.06361067
3,5,4.826802,-2.8661232
4,1,4.401834,-3.3292284
4,2,3.7991982,-3.578119
4,3,5.50711,2.3507662
4,5,4.1079583,-3.4489105
5,1,4.9085875,0.88223857
5,2,5.1092863,1.3281907
5,3,5.3421144,1.1403974
5,5,5.1362367,1.0270109
6,1,2.6892748,-5.9801946
6,2,3.0145671,-6.308255
6,3,3.1762137,-6.3207254
6,5,2.6932745,-6.773387
7,1,5.3318205,0.40285328
7,2,5.5614142,0.41594616
7,3,5.8620176,0.622731
7,5,5.712511,0.83590233
8,1,2.6040936,-6.56722
8,2,3.1276758,-5.5653434
8,3,2.8350973,-5.629176
8,5,3.0899746,-6.024817
9,1,1.7516111,-6.692738
9,2,2.0110867,-6.7579384
9,3,2.104212,-6.4755044
9,5,1.6997192,-6.398176
10,1,1.2160536,-6.081881
10,2,1.201796,-5.9641976
10,3,1.299283,-5.575895
10,5,1.2877593,-5.384995
11,1,1.9701065,-5.3229146
11,2,1.8900679,-5.567078
11,3,1.4499974,-5.7184763
11,5,1.7677522,-5.8530374
12,1,0.6785583,-6.301793
12,2,0.5133581,-6.0835075
12,3,0.6521171,-6.3406644
12,5,0.34035975,-5.9128103
13,1,4.4320774,-4.040701
13,2,4.1826863,-4.2596536
13,3,4.754371,-3.651041
13,5,5.16917,-2.8889523
14,1,6.4108396,-0.00097624405
14,2,6.5052075,0.16436912
14,3,6.331459,-1.0958395
14,5,6.2196083,-0.18209793
15,1,5.132366,-2.278729
15,2,5.541106,-1.958263
15,3,5.762651,-1.9687431
15,5,5.4808555,-2.5038118
16,1,11.019211,1.8773956
16,2,11.761788,1.9716523
16,3,11.290635,2.132215
16,5,11.681836,2.2587237
17,1,6.576427,-0.6753918
17,2,7.560677,-0.13663594
17,3,7.0724773,0.13215648
17,5,7.650215,-0.20716186
18,1,6.7668915,-0.46085495
18,2,7.506643,-0.24040125
18,3,7.3247585,0.6476126
18,5,7.874442,0.27923426
19,1,7.425744,-1.1933005
19,2,7.517618,-1.0163891
19,3,7.851965,-0.79767567
19,5,7.346239,-0.90452105
20,1,5.9708524,2.2543695
20,2,5.8046846,2.5573406
20,3,5.98552,2.7042937
20,5,5.8877983,2.2899263
21,1,8.900805,0.41252974
21,2,9.115751,-0.03930289
21,3,9.09618,0.14497359
21,5,9.202044,0.330059
22,1,8.687476,-0.23780097
22,2,8.533562,0.2857121
22,3,8.375572,-0.1145167
22,5,8.84996,-0.10255462
23,1,11.574028,1.665192
23,2,11.472503,1.8347086
23,3,11.6027775,2.1276917
23,5,11.224587,1.9295304
24,1,5.102393,-3.339298
24,2,5.491506,-3.70996
24,3,4.978512,-3.560856
24,5,5.4475574,-3.853973
