,f_id,i_id,true,predicted,treshold_true,label_true,percentage_change_predicted,threshold_predicted,label_predicted,label
0,1,2,0.4013740808360788,0.407148105635173,1.4719857150575724,good,1.4385644402016922,15,good,"good, good"
1,2,2,3.686548934369819,3.654993291557712,1.4719857150575724,poor,0.8559670134285425,15,good,"poor, good"
2,3,2,1.6492745024059907,1.8329069667259077,1.4719857150575724,poor,11.134135891389256,15,good,"poor, good"
3,4,2,1.8459531854337832,1.682248218398986,1.4719857150575724,poor,8.868316289198198,15,good,"poor, good"
4,5,2,0.993479369574794,0.9954515838821404,1.4719857150575724,good,0.19851587941785842,15,good,"good, good"
5,6,2,1.6061982064729066,1.8100343988617336,1.4719857150575724,poor,12.690600174211147,15,good,"poor, good"
6,7,2,1.27952984026799,1.314082668823429,1.4719857150575724,good,2.7004316326223528,15,good,"good, good"
7,8,2,2.169655039357204,2.4149149205888047,1.4719857150575724,poor,11.304095664178174,15,good,"poor, good"
8,9,2,2.065614451443873,2.055597239148426,1.4719857150575724,poor,0.48495072681375123,15,good,"poor, good"
9,10,2,3.925222295260156,3.978483127800264,1.4719857150575724,poor,1.3568870380773634,15,good,"poor, good"
10,11,2,1.632252233145024,1.761505568448515,1.4719857150575724,poor,7.9187108878660055,15,good,"poor, good"
11,12,2,5.845802064085735,5.829638720718295,1.4719857150575724,poor,0.27649487940655854,15,good,"poor, good"
12,13,2,2.4842358223279875,1.3736930651867578,1.4719857150575724,poor,44.70359646052183,15,poor,"poor, poor"
13,14,2,0.5716061760417699,0.4008704742447824,1.4719857150575724,good,29.869464143877806,15,poor,"good, poor"
14,15,2,1.5955675764626995,1.097101529657912,1.4719857150575724,poor,31.24067285886217,15,poor,"poor, poor"
15,16,2,0.4713467559448878,0.5616777718337714,1.4719857150575724,good,19.164450534469278,15,poor,"good, poor"
16,17,2,0.4224987604964458,0.6327395268870591,1.4719857150575724,good,49.76127412624255,15,poor,"good, poor"
17,18,2,0.7510377042431265,0.6844571680006737,1.4719857150575724,good,8.865138975885472,15,good,"good, good"
18,19,2,0.6150204120128571,0.6135325806162617,1.4719857150575724,good,0.2419157750758132,15,good,"good, good"
19,20,2,0.4347946820056711,0.4403112093467253,1.4719857150575724,good,1.2687660565687935,15,good,"good, good"
20,21,2,0.9317066184410872,0.7020811923844783,1.4719857150575724,good,24.645679392168912,15,poor,"good, poor"
21,22,2,1.0355940320893413,1.0048596312497775,1.4719857150575724,good,2.967803974068511,15,good,"good, good"
22,23,2,0.4678383210725465,0.5187153794125254,1.4719857150575724,good,10.87492324770239,15,good,"good, good"
23,24,2,1.7222268844266178,1.7449323249127118,1.4719857150575724,poor,1.3183768463615269,15,good,"poor, good"
