f_id,i_id,dim0,dim1
1,3,1.4173867,-6.546245
2,3,15.685514,12.937458
3,3,-0.5970246,-8.581676
4,3,-1.7625617,-7.7689266
5,3,-0.23702523,-5.2887588
6,3,13.975953,13.241826
7,3,1.9467498,-7.7739806
8,3,13.938074,13.13744
9,3,14.08847,14.837827
10,3,14.798333,14.912067
11,3,14.719702,15.228193
12,3,16.416782,15.027984
13,3,10.382426,11.198987
14,3,1.1184225,-6.6469526
15,3,7.8763313,7.449807
16,3,18.683548,3.7903948
17,3,1.9007587,-7.7069488
18,3,1.9108189,-7.896007
19,3,1.1643461,-9.514173
20,3,-2.2220805,-6.1221123
21,3,3.1050599,-9.910527
22,3,2.8407285,-9.001931
23,3,19.584585,3.9237356
24,3,11.12984,10.979974
