f_id,i_id,dim0,dim1
1,5,1.4845384,5.3341384
2,5,8.913618,-0.1807709
3,5,6.488455,2.4778678
4,5,7.130741,2.0136588
5,5,3.8816864,5.6298814
6,5,11.181699,2.695526
7,5,4.1948524,5.270639
8,5,10.657271,2.9679627
9,5,10.985613,1.479351
10,5,11.273455,1.3071431
11,5,9.028857,1.3335367
12,5,9.60582,-0.81105316
13,5,5.885015,3.1614447
14,5,3.7308445,2.907208
15,5,4.7240634,3.7171068
16,5,1.2220849,-0.25187722
17,5,4.103807,3.1488082
18,5,2.9455037,2.6755447
19,5,0.8870749,2.9729772
20,5,1.556643,6.2380567
21,5,2.0618644,0.7749678
22,5,2.38204,1.3678329
23,5,0.14667942,0.3674982
24,5,6.1022797,4.13314
