f_id,i_id,dim0,dim1
1,2,10.2287445,16.757185
2,2,3.5636437,1.0784922
3,2,10.512978,11.467584
4,2,10.460812,11.540541
5,2,9.705219,16.197035
6,2,1.7053049,-1.7573901
7,2,9.10141,15.097552
8,2,1.8288333,-1.8203079
9,2,3.0586638,-2.1093214
10,2,3.9506779,-1.1104108
11,2,1.9716699,-0.07076118
12,2,4.4260583,-0.92548925
13,2,10.750999,15.087798
14,2,11.503338,17.893599
15,2,8.8735285,14.695773
16,2,9.935789,20.86093
17,2,9.599927,18.951454
18,2,8.990865,20.33871
19,2,8.163497,18.301077
20,2,12.527557,15.413863
21,2,8.885621,20.253372
22,2,7.9778857,18.904352
23,2,9.588724,20.535242
24,2,8.311235,11.730967
