f_id,i_id,dim0,dim1
1,4,6.5060086,1.764258
2,4,0.82624185,-5.088215
3,4,6.295675,1.1557744
4,4,3.4762523,-2.742924
5,4,4.6139503,1.3097215
6,4,3.4471993,-6.7304435
7,4,5.953245,-4.066158
8,4,3.7018707,-6.5967865
9,4,2.0640104,-7.403593
10,4,1.0883133,-6.9475718
11,4,1.387395,-7.0074368
12,4,0.37724763,-6.5406046
13,4,5.994812,-3.4271493
14,4,7.0493174,-1.6089437
15,4,6.8638024,-1.7517267
16,4,11.633987,1.0597252
17,4,8.166491,0.8255623
18,4,7.7190275,-1.456565
19,4,8.450942,-1.0343059
20,4,6.2163105,2.7181735
21,4,10.040308,0.75217843
22,4,9.84306,0.4469406
23,4,12.067293,1.4372542
24,4,5.984819,-3.6948426
