,f_id,i_id,true,predicted,treshold_true,label_true,percentage_change_predicted,threshold_predicted,label_predicted,label
0,1,4,0.3287019614255028,0.4011980418042075,1.4719857150575724,good,22.055262482860254,15,poor,"good, poor"
1,2,4,3.651295769900864,3.80558958430695,1.4719857150575724,poor,4.225727635597018,15,good,"poor, good"
2,3,4,1.618179962567934,1.158961325135904,1.4719857150575724,poor,28.37871238396027,15,poor,"poor, poor"
3,4,4,1.9194974592217768,1.7786930048274034,1.4719857150575724,poor,7.335485322885493,15,good,"poor, good"
4,5,4,0.8910809710252879,0.972275529278344,1.4719857150575724,good,9.111916974237786,15,good,"good, good"
5,6,4,1.6933957841988074,1.7880062275087942,1.4719857150575724,poor,5.587024852240885,15,good,"poor, good"
6,7,4,1.2593439816779306,1.9743465904989304,1.4719857150575724,good,56.77579908456316,15,poor,"good, poor"
7,8,4,2.514100067836386,2.018158535568787,1.4719857150575724,poor,19.726403837791622,15,poor,"poor, poor"
8,9,4,1.9918496616578016,2.092479634041462,1.4719857150575724,poor,5.052086727263681,15,good,"poor, good"
9,10,4,3.9941739066567936,3.944007322101945,1.4719857150575724,poor,1.2559939984395654,15,good,"poor, good"
10,11,4,1.855124145149156,2.8216648654177803,1.4719857150575724,poor,52.10113419072082,15,poor,"poor, poor"
11,12,4,6.013760919059656,6.044556335705527,1.4719857150575724,poor,0.512082489815481,15,good,"poor, good"
12,13,4,2.317258266550036,2.346837667356789,1.4719857150575724,poor,1.276482696544261,15,good,"poor, good"
13,14,4,0.5473991138992629,1.0702528870430543,1.4719857150575724,good,95.51600648736371,15,poor,"good, poor"
14,15,4,1.6468039454165608,1.0702528870430543,1.4719857150575724,poor,35.010303441291995,15,poor,"poor, poor"
15,16,4,0.557476133898008,0.5186130828572113,1.4719857150575724,good,6.971249292603224,15,good,"good, good"
16,17,4,0.5002396619487102,0.5867682323697861,1.4719857150575724,good,17.29742301599984,15,poor,"good, poor"
17,18,4,0.8686746740526373,0.5867682323697861,1.4719857150575724,good,32.452476180486535,15,poor,"good, poor"
18,19,4,0.6193346485215365,0.5984534648118266,1.4719857150575724,good,3.371551028116557,15,good,"good, good"
19,20,4,0.471756396386576,0.4343566527959183,1.4719857150575724,good,7.927766083750328,15,good,"good, good"
20,21,4,0.8690506757467145,0.7334091637316646,1.4719857150575724,good,15.608009498238125,15,poor,"good, poor"
21,22,4,1.0172528752058174,0.9975835789059118,1.4719857150575724,good,1.933569988281039,15,good,"good, good"
22,23,4,0.4547697782277007,0.4686708222770975,1.4719857150575724,good,3.056721161984651,15,good,"good, good"
23,24,4,1.7492852171197502,1.7601354909145157,1.4719857150575724,poor,0.6202689926477999,15,good,"poor, good"
