f_id,i_id,dim0,dim1
1,1,11.515273,16.086718
1,3,10.863349,16.227362
1,4,11.3720875,15.880433
1,5,11.282371,16.00613
2,1,3.4100642,0.7286217
2,3,3.6864798,0.25316566
2,4,2.7593305,0.13450025
2,5,3.209739,0.3472526
3,1,8.95386,13.149435
3,3,11.700796,16.586744
3,4,10.336016,12.165721
3,5,8.977739,12.5745735
4,1,9.705404,12.574415
4,3,10.488442,12.207348
4,4,9.862605,11.787777
4,5,10.083442,12.008491
5,1,10.243757,15.619853
5,3,10.059627,16.064074
5,4,10.271364,16.176062
5,5,10.432234,15.836415
6,1,1.6675351,-1.235815
6,3,1.9992468,-0.9127552
6,4,2.0643177,-1.2498442
6,5,2.293668,-1.5788949
7,1,9.55507,14.649145
7,3,10.670884,17.385185
7,4,9.465564,18.149445
7,5,9.751729,14.424267
8,1,2.6031618,-1.853256
8,3,2.587519,-0.94942296
8,4,2.8248293,-1.6123929
8,5,2.3720765,-1.3188149
9,1,3.334664,-1.3292621
9,3,3.2130866,-1.3993002
9,4,3.1227016,-1.4738913
9,5,3.0217113,-1.0465555
10,1,3.402046,-0.3717529
10,3,2.7482765,-0.46466675
10,4,3.4861407,-0.22801407
10,5,2.3205895,-0.54824746
11,1,2.2973366,-0.22559327
11,3,3.2080448,-0.8555074
11,4,3.5639102,-0.9032865
11,5,2.496265,-0.20470087
12,1,4.340916,-0.19357105
12,3,4.145815,0.036207534
12,4,4.339084,-0.18153286
12,5,4.153212,-0.3604984
13,1,10.877829,15.537394
13,3,9.219934,12.480662
13,4,8.906465,12.707485
13,5,9.185514,12.924832
14,1,11.161067,17.051697
14,3,11.113008,17.690851
14,4,11.088764,17.749151
14,5,11.492042,17.180227
15,1,9.2413,13.248264
15,3,9.403242,14.024765
15,4,9.604753,13.129812
15,5,9.435597,13.480895
16,1,10.430499,20.580925
16,3,10.518498,19.912806
16,4,10.618846,20.385794
16,5,10.727945,20.300486
17,1,10.919542,18.23699
17,3,10.69757,16.778955
17,4,10.250903,18.299606
17,5,10.545575,18.210588
18,1,10.6911745,17.972187
18,3,10.988415,16.64535
18,4,10.286086,18.660679
18,5,10.013028,18.374722
19,1,8.8197365,18.112288
19,3,8.761321,18.344154
19,4,9.216729,17.994102
19,5,9.029329,18.307934
20,1,12.25639,15.825098
20,3,12.228888,15.975321
20,4,11.96679,15.589754
20,5,12.102397,15.796914
21,1,8.889157,19.820024
21,3,9.348041,19.640505
21,4,9.224868,19.240873
21,5,8.820438,19.691345
22,1,8.365556,19.479445
22,3,8.594693,19.341599
22,4,8.6926365,19.208992
22,5,8.271769,19.536098
23,1,10.606062,20.059134
23,3,10.080728,20.376898
23,4,10.123508,19.975395
23,5,9.997527,20.119757
24,1,8.948823,11.531144
24,3,9.129016,11.762331
24,4,9.05429,11.581849
24,5,8.837398,11.826855
