f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ic.eps.s,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ela_level.mmce_lda_25,ela_level.lda_mda_10,ic.m0,ela_level.mmce_qda_25,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_qda_10,ela_level.mmce_lda_50,nbc.nn_nb.mean_ratio,ela_distr.kurtosis,ela_level.qda_mda_50,disp.ratio_mean_02,ela_meta.quad_simple.cond,disp.ratio_median_10,ela_meta.lin_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_mda_25,disp.ratio_median_02,pca.expl_var_PC1.cor_init,ela_level.mmce_qda_50,disp.diff_median_10,nbc.dist_ratio.coeff_var,disp.diff_mean_02,ela_distr.number_of_peaks
1,1,-0.3926052466692604,-0.17902052850092018,-0.3887049441892859,-0.09468440806073605,-0.06170633297754118,-0.035996585227093404,-0.0473610390777795,-0.009573897522443366,-0.022504407956554957,-0.03614307201346877,0.0047547010950129065,-0.005738258443660938,-0.05337549991961676,-0.003998177665689628,0.003827391453537523,-0.029905505876572227,0.008196805003910457,0.00252109788402154,0.005458424546970548,0.0032212715853946767,-0.008866608235975005,-0.0020883426434559435,-0.008094073952640774,0.006405650407260215,-0.007678735176895654,-0.012531916105336952,0.004846297240742516,0.0044959346775730715,0.0002849460458429191,-0.001376467125308522
1,2,-0.423242144038763,-0.1912016284039903,-0.3809421592760474,-0.09534107568706059,-0.06465026605470056,-0.03863853785194353,-0.044419861017428855,-0.008199792245182653,-0.025435586439980874,-0.023657796341907445,-0.03283996195283964,0.008003566586095376,-0.053717097033214325,-0.004862678938096999,0.001297464967223914,-0.028652842024331673,0.0063380743896665585,0.0026073599741737,0.0019352326539465146,0.00218171450417317,-0.006647016242410259,-0.00922173259966231,-0.006895814954775248,0.005328578378328523,-0.009610908673323204,-0.018669664981719188,0.003393865373525746,0.002823120219499282,0.0002735512129211049,-0.0016790546550512733
1,3,-0.4264030489995031,-0.19225927318309247,-0.37810174695507265,-0.09760842435563091,-0.06472631951653694,-0.03696513457340765,-0.046371308781982486,-0.008140463960712543,-0.024891345921539566,-0.024369694774247556,-0.03227030397025351,-0.004952233445969194,-0.052255829328381076,-0.004818527593966148,0.0019637466021504707,-0.02841614702467965,0.007883650226535562,0.0025926807711531656,0.003369420009058355,0.0023294321233606726,-0.0065906385283649145,-0.009434976725332781,-0.0058655631921669055,0.005530486447694283,-0.008034883629400785,-0.017708541496814334,0.003511081006108011,0.003718846939728663,0.0001420758585990567,-0.0016046670422592499
1,4,-0.4183822855396602,-0.192984361623863,-0.38096966443464675,-0.09633525233938761,-0.06406270967736634,-0.037015627842754174,-0.046964921320462524,-0.00983901334767987,-0.026083053654562628,-0.023500418502624146,-0.03214601228362543,-0.0048655848272256864,-0.05418718424282691,-0.0046263222218408855,0.004102603739000474,-0.028491067598110938,0.008303269741868029,0.002536590263959443,0.0038309179901675036,0.002451215920207001,-0.008414405703243196,-0.010699750916752276,-0.004877555334692503,0.005560118351641003,-0.007812794549737025,-0.012450690697394913,0.0037035818678347304,0.004340452837837743,0.00012969168461478977,-0.0013237321001797549
2,1,0.3306238448031989,-0.16620025737463445,-0.7320805884102223,-0.009045631049801018,-0.05097462190851613,-0.01553619877863569,0.13995937714099727,-0.016558869613203017,0.05872350062027722,-0.016285675328913847,-0.012910923161250261,-0.000597208100033569,-0.01957709123995871,-0.0031421073828087906,-0.011471363984476854,-0.015835468626316313,-0.006240200016454656,-0.005465157706711071,-0.00849950661246791,-0.016695091439382703,-0.0009373977157289736,-0.0018076714985619325,-0.005049781316882442,-0.01852202869824241,-0.0029764071955249,-0.0026087236706470542,-0.017586934331807757,-0.010208478328371013,-0.007237665949815447,-0.007519918194324696
2,2,0.2966076841895183,-0.16195351374154687,-0.815042807081397,0.0241200210476798,-0.050730520707027084,-0.007084928388064118,-0.040046182072729676,0.05396207697605837,0.011401232667003812,-0.012653141255620358,-0.012235560565278657,-0.008944864779207634,0.0040408091333186905,-0.0065790861262379615,-0.013347118311783293,-0.017918223838344727,-0.008554706466489582,-0.0023545014934051377,-0.008890901249632018,-0.017386496397761103,-0.011696496640558706,-0.006202539572226573,-0.008463938303411767,-0.014022268203490413,-0.0103424994240983,-0.0065371371595033,-0.015338291393870246,-0.00999722910159376,-0.0040689655495846026,-0.0058855697211942625
2,3,0.3545474667744376,-0.16900682892742733,-0.5657706302298539,0.0460384045297275,0.0874624836993353,-0.01520663726336012,0.2175035122390252,-0.010231936389696375,-0.003983088265317,-0.002304756659565981,-0.0026385019507598646,0.0025655384313833006,-0.0034541547311459438,-0.00041509859227082546,-0.010416733741775588,-0.015107551330311894,-0.005877895703982224,-0.003239757295946408,-0.007712530806878248,-0.008315197247278156,0.004744667588335383,0.0017509731261177337,0.00678803638742969,-0.013134842901687005,-0.018012452953944293,0.00227603727074017,-0.013357116843178536,0.004795762621916341,-0.005054721182806123,0.001482466452582403
2,4,0.3520368909729872,-0.17106105626133247,-0.7233469619038944,0.03398850188215795,-0.05288609231692775,-0.02075686035537773,0.09268117835468952,0.06273985833495105,-0.005061052455014947,-0.01650332154831725,-0.015268223513021916,-0.0070226595436683826,-0.02103713016248341,-0.006586832366421008,-0.013059750462298986,-0.016780597049030253,-0.008201896188850713,-0.004199291097428637,-0.011276021752399697,-0.020258177440755056,-0.010300498462914254,-0.0038960936118693614,0.003413844406710876,-0.017445005887010603,-0.007306386140653924,-0.007165814332573708,-0.01594673675808679,-0.012377370128080772,-0.007457883119236452,-0.006951720848564137
3,1,0.45397480381219557,-0.14220736970855968,0.11937008180091044,0.01978008634565946,-0.04964342830173536,-0.010647387969286878,-0.045990371050896,-0.03649651818430643,-0.017056894498352126,-0.011769373831681963,-0.00040966624829617474,0.001915854570805829,-0.01894057356874023,-0.00993482000995566,-0.011969053042038437,-0.001465498441029582,-0.031952658641121116,0.006675381817882014,-0.00576958325721912,0.021024617934887344,-0.015314489650084829,-0.0026108152600044713,-0.00518735656018132,0.026188408452609512,-0.007964494428679034,-0.00802415167540931,0.024999989886894544,-0.005763891733267435,0.012868068758757527,-0.002924238933513328
3,2,0.4732343333491637,-0.1500794015299657,0.10891471872520242,0.026900099160999273,-0.045189134147267766,-0.007961953663311398,-0.03761196395267319,-0.03843612625350819,-0.014008145288124406,-0.0052908533003524225,-0.01372229419618454,-0.014954032421451264,-0.015162823647389714,-0.011213726772479272,-0.02492603318166817,-0.014731076053803933,-0.025240140016237138,0.006218748194731572,-0.006132572918381853,0.016213752239853097,-0.014858143998967196,-0.005207589798125011,-0.0032102970456704336,0.020020719414957523,-0.007348902081215585,-0.007205344987542339,0.018053184469962444,-0.018283350322535735,0.009253393278662477,-0.014400482122529899
