f_id,i_id,dim0,dim1
1,1,6.6794853,17.720406
1,2,6.3394246,18.196104
1,4,6.516813,18.00227
1,5,6.7363157,17.832727
2,1,13.170419,10.309429
2,2,13.330645,10.293983
2,4,13.625962,10.423096
2,5,13.28125,9.882962
3,1,-5.1753206,15.443018
3,2,4.8704658,17.140203
3,4,5.420153,17.23957
3,5,-5.235881,14.985382
4,1,-4.663405,16.594336
4,2,4.9845448,16.537117
4,4,5.1539073,16.821592
4,5,-4.579054,16.838259
5,1,5.666631,18.473236
5,2,5.2469707,18.145182
5,4,5.250289,18.434538
5,5,5.316746,18.332186
6,1,13.331694,8.326808
6,2,12.857994,8.940589
6,4,13.157725,8.552772
6,5,14.841335,9.52778
7,1,5.70313,17.2763
7,2,6.144078,17.077253
7,4,-5.462004,15.55616
7,5,6.03981,17.420176
8,1,15.147158,9.4858
8,2,12.277398,9.123774
8,4,15.452375,9.323209
8,5,12.305324,9.004267
9,1,16.090069,9.477966
9,2,16.091593,9.296744
9,4,15.743487,9.194789
9,5,15.885264,9.506647
10,1,13.914042,8.991483
10,2,13.329272,9.209177
10,4,13.797497,8.990655
10,5,14.570215,9.363772
11,1,14.204205,10.022629
11,2,13.774916,9.796634
11,4,13.527186,9.061477
11,5,14.008658,9.882245
12,1,14.698112,8.966087
12,2,14.787736,8.509224
12,4,14.534107,8.674636
12,5,14.764368,8.654415
13,1,6.270354,17.60104
13,2,5.9947968,17.551899
13,4,-5.557008,15.010134
13,5,-5.426708,14.658048
14,1,5.7442207,17.96298
14,2,5.208967,17.81753
14,4,-5.6155553,16.343285
14,5,5.353417,17.623404
15,1,-4.94315,16.122278
15,2,-5.2453275,17.307486
15,4,-5.438709,16.193567
15,5,-5.2098227,16.45942
16,1,-2.4638155,8.027887
16,2,-2.431472,8.212953
16,4,-2.279288,8.167968
16,5,-2.2875855,8.073606
17,1,-5.1485877,17.077326
17,2,-5.6792374,17.03985
17,4,-5.937485,17.223137
17,5,-5.41946,17.061602
18,1,-4.8918624,17.238226
18,2,-5.755775,16.717932
18,4,-5.3250384,16.86619
18,5,-5.681614,16.860405
19,1,-5.4249897,13.635357
19,2,-5.462739,13.406764
19,4,-5.258324,13.561119
19,5,-5.101859,13.479876
20,1,12.516027,8.553537
20,2,12.660482,8.402392
20,4,12.438598,8.444267
20,5,12.482096,8.86232
21,1,-3.6336505,9.495252
21,2,-3.887822,9.229324
21,4,-3.7183533,9.574031
21,5,-3.4528217,9.288818
22,1,-4.334586,10.183143
22,2,-3.846781,10.1321745
22,4,-4.1057057,9.913416
22,5,-3.9425416,10.02366
23,1,-2.8708959,8.451243
23,2,-2.7164886,8.701344
23,4,-2.6838813,8.691814
23,5,-2.9744666,8.494985
24,1,-5.0592465,14.269013
24,2,-4.9821434,14.184293
24,4,-5.4173813,14.186923
24,5,-5.135434,14.074508
