f_id,i_id,dim0,dim1
1,1,8.370298,10.724443
1,2,7.85095,10.639207
1,3,7.8952794,10.862249
1,4,8.200695,10.569007
2,1,20.584755,9.562869
2,2,20.17177,9.237059
2,3,20.846977,9.23638
2,4,20.98709,9.342207
3,1,7.0530105,5.7749987
3,2,9.559856,9.741259
3,3,8.774558,9.896514
3,4,8.542549,9.986101
4,1,9.02886,8.528674
4,2,9.435885,9.473887
4,3,9.230714,9.456306
4,4,9.217898,9.118764
5,1,7.188102,10.456444
5,2,7.2047625,10.193112
5,3,7.026218,10.22204
5,4,7.062479,9.867507
6,1,21.744202,8.246265
6,2,21.193686,8.087301
6,3,21.21042,7.8608837
6,4,21.674969,8.128519
7,1,6.722371,10.537676
7,2,6.926481,10.153897
7,3,7.201141,6.761233
7,4,7.2858744,6.6310177
8,1,20.260113,7.7006745
8,2,21.01894,7.476704
8,3,20.87029,7.3037753
8,4,20.19124,7.824295
9,1,19.45393,7.6143117
9,2,19.615831,7.7993193
9,3,19.554775,7.918859
9,4,19.346766,7.825342
10,1,21.836512,9.138531
10,2,21.578165,8.891524
10,3,20.732574,8.968197
10,4,21.647251,8.960504
11,1,21.427896,9.40217
11,2,21.215332,9.177096
11,3,21.127825,8.621859
11,4,20.960896,8.618263
12,1,20.989693,10.089875
12,2,21.322777,10.186567
12,3,21.077541,10.212644
12,4,21.06245,10.465489
13,1,7.550615,10.530564
13,2,7.637018,10.357865
13,3,7.0360904,6.104042
13,4,7.005307,6.2263274
14,1,7.703257,9.685855
14,2,7.3836513,9.5167055
14,3,7.5256886,7.1189585
14,4,7.476859,7.255294
15,1,7.2605014,7.45759
15,2,8.178537,7.6422186
15,3,8.098211,7.4605045
15,4,7.0444417,7.2461257
16,1,4.122903,-2.8901615
16,2,4.01536,-2.8806772
16,3,4.320884,-2.5902822
16,4,4.155775,-2.6969018
17,1,7.6220236,7.9733787
17,2,7.3134136,7.9891105
17,3,7.318518,8.891613
17,4,7.631001,8.326326
18,1,7.9667025,7.7284374
18,2,7.7074904,8.094075
18,3,7.4967914,9.131366
18,4,7.815637,8.150271
19,1,7.2113233,4.6967335
19,2,6.857511,4.4976864
19,3,6.9575615,4.3618407
19,4,7.177347,4.5289874
20,1,21.798256,7.3588104
20,2,21.458513,7.67691
20,3,21.622288,7.447571
20,4,21.502304,7.293551
21,1,4.917973,3.1054645
21,2,5.069244,2.9892306
21,3,4.7792735,3.5589306
21,4,4.821033,3.2691593
22,1,5.548185,3.5340278
22,2,5.352583,3.715869
22,3,5.109867,3.6446717
22,4,5.3107266,3.904577
23,1,3.8808663,-2.2873378
23,2,3.661353,-2.387925
23,3,3.6286972,-2.445346
23,4,3.97611,-2.0518165
24,1,6.524364,5.3066707
24,2,6.469446,4.8847933
24,3,6.964909,5.081661
24,4,6.6530046,5.14034
