f_id,i_id,dim0,dim1
1,1,7.44915,11.148656
1,2,6.934871,10.440297
1,3,7.0963736,10.598311
1,5,7.1618423,10.838678
2,1,3.5390956,8.434108
2,2,3.6268094,8.073554
2,3,3.3019748,7.8650827
2,5,3.442164,8.28429
3,1,6.620516,6.576468
3,2,4.1844654,8.825969
3,3,6.4958043,8.958299
3,5,7.05881,6.3766084
4,1,4.35334,8.530577
4,2,3.813682,8.709713
4,3,4.059763,8.802063
4,5,4.091015,8.509296
5,1,7.7170315,10.121227
5,2,7.460821,9.9098
5,3,7.8369117,10.192758
5,5,7.5112424,9.948138
6,1,1.9415237,4.7342305
6,2,1.8487347,4.6931267
6,3,1.6982087,4.766364
6,5,2.1383247,5.047935
7,1,5.8885856,7.276761
7,2,5.619677,6.775469
7,3,6.19532,6.678143
7,5,5.9062324,6.8897996
8,1,1.5899019,5.512247
8,2,1.8359804,5.599989
8,3,1.3328053,5.0377474
8,5,1.5346526,5.3798256
9,1,2.5533054,5.6508675
9,2,2.7503254,5.792771
9,3,2.2155876,5.9109116
9,5,2.4379504,5.971197
10,1,2.342332,6.4766045
10,2,2.5783525,6.926277
10,3,3.1552398,6.94099
10,5,2.7725208,6.4672284
11,1,3.0504887,6.737041
11,2,3.3050838,6.5768147
11,3,3.0658774,6.1849456
11,5,3.2855768,6.386755
12,1,1.1666096,6.4330835
12,2,1.3151078,6.2756414
12,3,1.4449826,6.430329
12,5,1.555202,6.189382
13,1,6.861308,10.124761
13,2,6.8573556,10.058984
13,3,6.582673,6.083069
13,5,6.7972584,6.142183
14,1,7.2231493,9.093659
14,2,6.9011292,8.455287
14,3,7.189295,7.5971537
14,5,6.911437,9.101087
15,1,7.512789,7.5007267
15,2,7.4990916,8.632377
15,3,7.289848,8.680501
15,5,7.368147,6.9719195
16,1,10.788355,3.1866057
16,2,10.710954,2.9734209
16,3,10.641013,3.4711547
16,5,10.879737,3.3607297
17,1,6.806659,8.818628
17,2,7.9391556,6.7606883
17,3,7.4947324,9.3445835
17,5,8.248214,6.427085
18,1,6.990497,8.597121
18,2,7.9696536,6.5769887
18,3,7.671926,9.335573
18,5,8.178513,6.3619914
19,1,8.079163,5.372559
19,2,7.9971104,5.6707115
19,3,7.860671,5.5045595
19,5,7.8147607,5.7194967
20,1,4.835661,6.732834
20,2,4.5445886,6.973842
20,3,4.622689,6.604196
20,5,4.677352,6.5445194
21,1,9.307998,2.6261315
21,2,9.29631,3.078607
21,3,9.624295,2.8426588
21,5,9.556704,2.800978
22,1,8.741184,3.152402
22,2,8.726148,2.756682
22,3,8.9329195,2.987629
22,5,9.078077,3.2388535
23,1,10.219487,2.971307
23,2,10.176195,3.4585423
23,3,10.110442,3.3122392
23,5,10.30526,3.6654923
24,1,7.0976744,5.2180834
24,2,7.1508436,5.427383
24,3,6.8106375,5.6177154
24,5,7.074893,5.393518
