,f_id,i_id,true,predicted,treshold_true,label_true,percentage_change_predicted,threshold_predicted,label_predicted,label
0,1,4,0.3287019614255028,0.6370673483477658,1.4719857150575724,good,93.8130656674378,15,poor,"good, poor"
1,2,4,3.651295769900864,2.5691313605207204,1.4719857150575724,poor,29.637818395893067,15,poor,"poor, poor"
2,3,4,1.618179962567934,0.5708925718062725,1.4719857150575724,poor,64.72008151056899,15,poor,"poor, poor"
3,4,4,1.9194974592217768,1.3985215146925214,1.4719857150575724,poor,27.141267732673896,15,poor,"poor, poor"
4,5,4,0.8910809710252879,1.4490532884127365,1.4719857150575724,good,62.617465250709955,15,poor,"good, poor"
5,6,4,1.6933957841988074,1.8861541619904365,1.4719857150575724,poor,11.382948959142968,15,good,"poor, good"
6,7,4,1.2593439816779306,2.5353874275171795,1.4719857150575724,good,101.32604470297846,15,poor,"good, poor"
7,8,4,2.514100067836386,2.3767189384176484,1.4719857150575724,poor,5.464425667708865,15,good,"poor, good"
8,9,4,1.9918496616578016,1.9691742465053104,1.4719857150575724,poor,1.1384099708418103,15,good,"poor, good"
9,10,4,3.9941739066567936,3.430418388898209,1.4719857150575724,poor,14.114445963882918,15,good,"poor, good"
10,11,4,1.855124145149156,2.095413032731262,1.4719857150575724,poor,12.95271199021487,15,good,"poor, good"
11,12,4,6.013760919059656,5.1367969321562015,1.4719857150575724,poor,14.582621402923706,15,good,"poor, good"
12,13,4,2.317258266550036,2.31399385789459,1.4719857150575724,poor,0.14087375164729377,15,good,"poor, good"
13,14,4,0.5473991138992629,0.7218583422721607,1.4719857150575724,good,31.87057193611083,15,poor,"good, poor"
14,15,4,1.6468039454165608,1.237062259579376,1.4719857150575724,poor,24.881024057392583,15,poor,"poor, poor"
15,16,4,0.557476133898008,0.5941148047078033,1.4719857150575724,good,6.572240241677949,15,good,"good, good"
16,17,4,0.5002396619487102,0.7442249620445702,1.4719857150575724,good,48.77368162800254,15,poor,"good, poor"
17,18,4,0.8686746740526373,0.8658448894868367,1.4719857150575724,good,0.32575884278964945,15,good,"good, good"
18,19,4,0.6193346485215365,0.5085469061027315,1.4719857150575724,good,17.888187377094983,15,poor,"good, poor"
19,20,4,0.471756396386576,0.5115184143673033,1.4719857150575724,good,8.428506382803695,15,good,"good, good"
20,21,4,0.8690506757467145,0.7986339887452072,1.4719857150575724,good,8.102713566271971,15,good,"good, good"
21,22,4,1.0172528752058174,0.9651545809876684,1.4719857150575724,good,5.1214693502447135,15,good,"good, good"
22,23,4,0.4547697782277007,0.5958154989060844,1.4719857150575724,good,31.014752393630456,15,poor,"good, poor"
23,24,4,1.7492852171197502,1.7088491660163372,1.4719857150575724,poor,2.3115756485950376,15,good,"poor, good"
