,f_id,i_id,true,predicted,treshold_true,label_true,percentage_change_predicted,threshold_predicted,label_predicted,label
0,1,2,0.4013740808360788,0.6040515558854109,1.4719857150575724,good,50.49590512350638,15,poor,"good, poor"
1,2,2,3.686548934369819,3.279209978511848,1.4719857150575724,poor,11.049329958985123,15,good,"poor, good"
2,3,2,1.6492745024059907,2.7142766049402693,1.4719857150575724,poor,64.57397485868088,15,poor,"poor, poor"
3,4,2,1.8459531854337832,2.420860053167937,1.4719857150575724,poor,31.144173767280865,15,poor,"poor, poor"
4,5,2,0.993479369574794,0.962857971292931,1.4719857150575724,good,3.0822379628244123,15,good,"good, good"
5,6,2,1.6061982064729066,2.0337046891701425,1.4719857150575724,poor,26.616047818656753,15,poor,"poor, poor"
6,7,2,1.27952984026799,1.0606823549997502,1.4719857150575724,good,17.103742201307593,15,poor,"good, poor"
7,8,2,2.169655039357204,2.333887339445804,1.4719857150575724,poor,7.569512070326943,15,good,"poor, good"
8,9,2,2.065614451443873,2.016988977697688,1.4719857150575724,poor,2.354044033347823,15,good,"poor, good"
9,10,2,3.925222295260156,3.3019026442329538,1.4719857150575724,poor,15.879856072861982,15,poor,"poor, poor"
10,11,2,1.632252233145024,1.85286781076954,1.4719857150575724,poor,13.516022410300756,15,good,"poor, good"
11,12,2,5.845802064085735,3.356310912476564,1.4719857150575724,poor,42.585963813308126,15,poor,"poor, poor"
12,13,2,2.4842358223279875,1.3476367610421711,1.4719857150575724,poor,45.75246243010475,15,poor,"poor, poor"
13,14,2,0.5716061760417699,0.6634304803210167,1.4719857150575724,good,16.06426034706399,15,poor,"good, poor"
14,15,2,1.5955675764626995,1.7730641716602114,1.4719857150575724,poor,11.124354606842392,15,good,"poor, good"
15,16,2,0.4713467559448878,0.5773957595751518,1.4719857150575724,good,22.499147876317146,15,poor,"good, poor"
16,17,2,0.4224987604964458,0.6148836750392552,1.4719857150575724,good,45.535024603800665,15,poor,"good, poor"
17,18,2,0.7510377042431265,0.7438251334866899,1.4719857150575724,good,0.9603473588193924,15,good,"good, good"
18,19,2,0.6150204120128571,0.6257378992986511,1.4719857150575724,good,1.7426230213591636,15,good,"good, good"
19,20,2,0.4347946820056711,0.5971558181563748,1.4719857150575724,good,37.342024378436605,15,poor,"good, poor"
20,21,2,0.9317066184410872,0.7641160478301412,1.4719857150575724,good,17.9874831082938,15,poor,"good, poor"
21,22,2,1.0355940320893413,1.0768345699662287,1.4719857150575724,good,3.9823074099493816,15,good,"good, good"
22,23,2,0.4678383210725465,0.5554984345751774,1.4719857150575724,good,18.737266605622434,15,poor,"good, poor"
23,24,2,1.7222268844266178,1.7137273574681209,1.4719857150575724,poor,0.4935195841706203,15,good,"poor, good"
