f_id,i_id,dim0,dim1
1,2,-4.4097285,17.174244
2,2,-1.8671004,9.884398
3,2,-1.9912153,10.806009
4,2,-1.939214,10.698936
5,2,-5.721285,17.3275
6,2,0.7474675,8.0765085
7,2,-6.0924044,16.833706
8,2,-0.45765632,7.349979
9,2,0.35228187,6.664054
10,2,-1.4093275,8.797084
11,2,-0.1871058,9.887581
12,2,-1.5754945,8.425906
13,2,-4.615549,17.207212
14,2,-6.447864,16.629185
15,2,-7.134999,15.227512
16,2,5.1002607,-8.822904
17,2,-6.7266054,14.4014015
18,2,-6.6804576,14.300209
19,2,0.5195549,14.637172
20,2,1.3250098,9.853195
21,2,-1.5204146,13.012514
22,2,-1.8805487,13.452084
23,2,6.263753,-8.194967
24,2,0.25799587,15.650751
