f_id,i_id,dim0,dim1
1,4,7.3986063,11.035233
2,4,2.689945,7.4831443
3,4,6.0668488,8.931699
4,4,4.38923,9.38489
5,4,8.089456,10.196589
6,4,2.1160054,4.251238
7,4,6.6834016,7.223244
8,4,0.9211619,5.3857913
9,4,2.9940674,5.236711
10,4,2.8028502,4.9152265
11,4,2.4317658,7.146289
12,4,0.9513682,6.6796713
13,4,6.118869,5.627567
14,4,7.8111787,8.080953
15,4,7.864698,8.078536
16,4,11.45378,3.1753893
17,4,8.106334,8.088179
18,4,8.128385,7.828021
19,4,8.412907,5.0943694
20,4,4.302238,6.337711
21,4,9.9270315,2.2908666
22,4,8.581143,3.5781612
23,4,10.781536,3.8504932
24,4,6.783545,4.741039
