f_id,i_id,dim0,dim1
1,1,13.254818,9.617428
1,3,12.670303,10.003048
1,4,12.669631,9.506007
1,5,13.2169075,9.772925
2,1,6.5301113,6.8708787
2,3,6.069318,6.784421
2,4,6.2552724,6.4195714
2,5,6.222933,7.0115457
3,1,2.8038309,5.7060328
3,3,11.948301,9.956379
3,4,12.302348,8.826027
3,5,1.9134711,3.7503695
4,1,3.0554724,5.3796377
4,3,12.4369545,8.607818
4,4,12.088042,8.724103
4,5,1.8889097,4.375049
5,1,11.58578,11.625922
5,3,11.70877,11.22512
5,4,12.074553,11.576625
5,5,11.828459,11.331865
6,1,12.480717,10.764797
6,3,12.536255,10.690602
6,4,12.352385,10.963072
6,5,3.890187,4.8354774
7,1,3.2508333,-0.42789826
7,3,3.4000173,-0.3532326
7,4,3.2133982,0.549007
7,5,3.0602558,-0.17734036
8,1,2.7978988,5.1977477
8,3,11.950238,8.929848
8,4,1.6109185,4.088199
8,5,11.893052,9.034535
9,1,3.0303297,4.963762
9,3,2.3034475,4.32391
9,4,2.2010245,4.2822614
9,5,2.6407583,4.7370534
10,1,5.5358143,6.719083
10,3,5.185076,6.1641994
10,4,5.4930286,6.723428
10,5,5.336082,6.0884438
11,1,5.205986,5.996462
11,3,5.6968956,6.0624933
11,4,5.7190757,6.4733086
11,5,5.005668,6.35857
12,1,3.6182075,4.6458607
12,3,3.5531745,4.1351504
12,4,3.05057,4.2250643
12,5,3.2849708,4.3537292
13,1,12.153333,9.384569
13,3,1.8496038,3.8934233
13,4,2.2094452,3.6808026
13,5,3.1509714,5.2596903
14,1,13.071187,10.202821
14,3,3.230906,-0.057285123
14,4,3.4977388,0.00034526494
14,5,13.064838,10.839334
15,1,3.509608,5.5728464
15,3,3.5756247,5.087801
15,4,3.597177,5.8265734
15,5,3.234828,5.8267584
16,1,5.8255763,1.6847935
16,3,5.6568365,1.8007154
16,4,5.563358,2.0065455
16,5,5.39417,2.035474
17,1,3.8148298,-0.31147617
17,3,13.262086,10.656456
17,4,4.064459,-0.1026877
17,5,4.0366273,0.57118535
18,1,3.7334027,-0.06131504
18,3,13.285724,10.551777
18,4,4.120498,0.45455074
18,5,3.7227688,0.8113013
19,1,2.5235476,3.1270993
19,3,2.7437956,2.8968158
19,4,2.8878615,3.237441
19,5,2.1973014,3.4656005
20,1,11.644623,9.61406
20,3,12.186583,9.507828
20,4,11.782876,9.704564
20,5,11.867747,9.619996
21,1,4.8636107,-0.05840768
21,3,4.732192,0.22517936
21,4,4.4831266,0.5414414
21,5,4.9607897,0.43781206
22,1,5.1146684,0.78671134
22,3,5.326907,1.2557235
22,4,4.667591,0.30049014
22,5,4.8801675,0.8725369
23,1,4.357823,-1.3840384
23,3,4.2436037,-1.2130634
23,4,4.508629,-1.0237703
23,5,4.400633,-1.0835671
24,1,3.948311,6.5489964
24,3,4.1599174,6.719742
24,4,4.2436867,6.902188
24,5,4.015515,6.7322407
