f_id,i_id,dim0,dim1
1,2,13.536396,9.727714
2,2,7.121692,7.2387958
3,2,11.982382,8.162499
4,2,12.867005,8.485019
5,2,12.190285,11.855764
6,2,13.797762,10.171653
7,2,2.6120553,-0.47141352
8,2,11.357742,8.993958
9,2,2.0145385,4.97522
10,2,5.2161007,7.1912103
11,2,5.478049,5.606715
12,2,2.0977302,5.3191757
13,2,11.198745,9.846584
14,2,6.65716,1.0972353
15,2,1.3897256,3.5578349
16,2,6.0352535,2.3688006
17,2,3.5813565,1.2707309
18,2,3.688035,0.92046976
19,2,2.1306,2.7904575
20,2,11.356126,9.974576
21,2,5.25856,0.067800954
22,2,5.468006,-0.10338307
23,2,4.6751733,-1.6427863
24,2,3.4517,6.9648533
