f_id,i_id,dim0,dim1
1,1,5.3328238,13.5598755
2,1,6.42192,10.16266
3,1,7.294188,5.551702
4,1,9.024349,5.146088
5,1,3.5250158,14.168955
6,1,4.8454027,12.0944805
7,1,4.601628,10.261294
8,1,7.844455,3.9715145
9,1,8.052524,3.930607
10,1,8.699351,8.098567
11,1,8.897631,9.036672
12,1,5.587288,6.6426167
13,1,5.824192,13.6382265
14,1,4.9077754,11.818118
15,1,8.509264,5.6164527
16,1,9.156327,6.786473
17,1,2.8008382,9.96119
18,1,4.8717356,8.514982
19,1,7.2949805,3.811572
20,1,5.796993,13.691439
21,1,4.967124,8.437854
22,1,5.3051414,8.289133
23,1,2.5810182,7.6596775
24,1,8.33557,7.561148
