f_id,i_id,dim0,dim1
1,1,11.2914715,13.850143
1,2,10.367976,13.214183
1,4,10.573737,13.945463
1,5,11.536269,13.892846
2,1,8.726138,13.858175
2,2,9.065161,13.798363
2,4,8.593746,13.63654
2,5,8.405829,13.821748
3,1,3.755325,14.163968
3,2,11.67773,14.675412
3,4,10.458218,14.858177
3,5,3.5866408,14.774807
4,1,2.9297848,14.902327
4,2,11.628698,15.122094
4,4,11.495233,15.173279
4,5,3.9176662,14.68455
5,1,9.83177,12.112044
5,2,9.826754,12.368764
5,4,9.989308,11.90413
5,5,9.638082,12.210894
6,1,10.987267,12.611086
6,2,10.694348,12.996502
6,4,10.56935,12.73313
6,5,6.0314817,7.6462564
7,1,11.822913,12.80899
7,2,11.697217,12.560078
7,4,5.8362427,6.874848
7,5,11.684757,13.0660715
8,1,3.111804,14.727431
8,2,10.959809,14.995526
8,4,2.4871347,15.070828
8,5,11.10359,15.317257
9,1,2.900479,15.265539
9,2,2.3484056,14.576585
9,4,2.5473394,14.57381
9,5,3.0891342,14.697412
10,1,5.8384657,12.847714
10,2,6.001109,13.35411
10,4,6.0632157,13.016559
10,5,5.4365253,13.156134
11,1,5.6137667,13.483131
11,2,5.303007,13.374101
11,4,5.944088,13.193325
11,5,5.3015203,13.129844
12,1,2.8794944,13.630804
12,2,2.4505982,14.027576
12,4,2.2476988,13.869172
12,5,2.5547333,13.72943
13,1,10.89567,15.168987
13,2,11.125382,14.842065
13,4,3.570866,13.934579
13,5,3.3913033,14.208663
14,1,11.313367,12.829794
14,2,11.375306,12.889424
14,4,3.2576385,14.321768
14,5,11.139263,13.418345
15,1,4.202944,14.126999
15,2,3.8670146,13.546829
15,4,4.377417,13.709574
15,5,4.1383867,13.799351
16,1,3.250729,11.236615
16,2,3.350935,11.408705
16,4,3.3038158,10.98646
16,5,3.487141,11.210105
17,1,5.2912374,7.336427
17,2,5.557768,6.226931
17,4,5.3444433,6.687711
17,5,5.721523,6.484932
18,1,5.6550817,7.326338
18,2,5.468628,6.456661
18,4,5.1730733,6.3451095
18,5,5.6737313,6.3804884
19,1,2.1959085,15.860637
19,2,2.0131931,15.497788
19,4,2.3514857,15.837638
19,5,2.5887797,15.732933
20,1,10.669577,14.241059
20,2,11.005488,14.259627
20,4,10.77396,14.431712
20,5,10.627118,14.265837
21,1,4.3495083,7.3121023
21,2,4.534979,7.091394
21,4,4.297217,7.331613
21,5,4.071758,7.565146
22,1,3.8257632,7.341315
22,2,4.678402,7.026054
22,4,4.1841025,6.9563303
22,5,3.7746453,7.6351852
23,1,4.713513,8.341212
23,2,4.719708,8.608146
23,4,4.441682,8.411951
23,5,4.9164677,8.651821
24,1,4.1229453,12.556786
24,2,4.001105,12.3705635
24,4,4.2409196,12.706906
24,5,4.033635,12.932583
