f_id,i_id,dim0,dim1
1,4,12.167929,7.0429697
2,4,3.5877142,4.577897
3,4,12.130031,7.4581223
4,4,10.731481,8.787131
5,4,10.416598,4.4720263
6,4,11.157743,5.2214065
7,4,5.8247046,1.4943405
8,4,6.2581997,3.6383123
9,4,4.825101,3.188601
10,4,3.6030085,3.3499575
11,4,3.7445686,4.299732
12,4,3.9313204,-0.04603694
13,4,5.440399,3.9782517
14,4,5.4670506,1.2848535
15,4,6.151938,2.0679746
16,4,2.1111245,1.5384502
17,4,7.8336186,2.9690716
18,4,7.1715264,4.5913253
19,4,6.6144004,2.3323588
20,4,12.047112,7.4424534
21,4,1.8245577,-0.7092244
22,4,1.9089298,-0.008245074
23,4,2.0093944,-1.5728673
24,4,3.4539852,2.5401351
