f_id,i_id,dim0,dim1
1,3,12.066698,13.632052
2,3,7.498577,13.576839
3,3,10.765067,11.975362
4,3,11.144591,15.88024
5,3,10.285296,11.604165
6,3,11.159942,12.104412
7,3,4.6488385,6.2119284
8,3,10.245508,15.394147
9,3,1.8688644,14.718389
10,3,5.8836646,13.956263
11,3,5.929066,13.950898
12,3,2.9496288,12.921103
13,3,4.2103133,14.827667
14,3,3.7725222,15.056355
15,3,5.183681,7.641476
16,3,2.7368157,11.623149
17,3,11.910333,11.894315
18,3,11.560169,11.933391
19,3,2.073429,16.090364
20,3,10.122621,14.234022
21,3,4.093976,6.3111267
22,3,3.7187655,6.743654
23,3,4.284582,8.8608675
24,3,3.509299,12.790962
