f_id,i_id,dim0,dim1
1,2,4.2358747,12.95072
1,3,4.7432942,13.195884
1,4,4.717842,12.762105
1,5,5.12582,13.0413065
2,2,7.094882,9.952687
2,3,7.618383,9.58834
2,4,7.4257307,9.287843
2,5,7.4062724,9.623024
3,2,7.8295074,12.509362
3,3,4.187154,13.75208
3,4,6.9985647,12.48734
3,5,8.122247,5.3966746
4,2,7.63913,12.229551
4,3,7.4005604,12.06174
4,4,7.532259,12.173151
4,5,7.9462314,12.010873
5,2,4.032825,13.791241
5,3,3.895264,13.603834
5,4,3.693158,13.751822
5,5,3.6515272,13.519375
6,2,3.6404643,12.004096
6,3,4.1186438,12.142665
6,4,3.9142642,11.833957
6,5,3.2839832,11.285103
7,2,3.8073378,10.926123
7,3,3.9215376,10.083699
7,4,3.4475205,10.520985
7,5,3.4540627,10.310453
8,2,6.390675,12.792323
8,3,6.232194,12.640684
8,4,8.300492,5.0981107
8,5,6.6015916,12.85238
9,2,8.404314,4.5347414
9,3,8.425883,4.673758
9,4,8.526903,4.8818307
9,5,8.305096,4.676609
10,2,8.050399,8.440121
10,3,7.6723866,8.264936
10,4,7.816701,8.287678
10,5,7.9321384,8.714695
11,2,8.075526,8.822538
11,3,8.590713,8.572699
11,4,8.322229,8.311812
11,5,8.216145,8.946423
12,2,6.163457,6.59422
12,3,6.1394444,7.0140553
12,4,6.5833187,6.957382
12,5,6.3325453,6.8045897
13,2,5.585262,12.720607
13,3,7.5898046,5.215972
13,4,7.9234705,5.2788196
13,5,7.497392,5.6576977
14,2,3.5272808,11.518086
14,3,4.041138,10.423905
14,4,3.797997,10.24874
14,5,4.0073986,11.535537
15,2,7.4042287,6.4037495
15,3,6.856501,7.0289226
15,4,7.6638236,5.631423
15,5,7.9701886,5.6606708
16,2,8.565692,6.560094
16,3,8.520223,6.918828
16,4,8.72124,6.5210013
16,5,8.365224,6.589296
17,2,3.4260798,9.153213
17,3,4.1378036,11.172838
17,4,3.4649267,9.690592
17,5,3.6921477,9.192783
18,2,3.9021552,9.5325775
18,3,4.355063,11.383865
18,4,3.3528452,9.365011
18,5,4.019985,9.411359
19,2,7.3466787,4.4134016
19,3,7.317158,4.6558485
19,4,7.2187014,4.5165067
19,5,7.633467,4.545121
20,2,5.956409,13.139786
20,3,5.598018,13.197063
20,4,5.501065,12.829734
20,5,5.6431913,13.309001
21,2,4.4371643,7.7347345
21,3,4.632269,8.026809
21,4,4.1221733,7.7708793
21,5,5.063276,7.8559294
22,2,4.35632,8.049697
22,3,4.856553,7.6414485
22,4,4.9092264,7.397366
22,5,5.2275143,7.5989017
23,2,2.9951897,8.172155
23,3,3.1879907,8.045763
23,4,2.9925392,8.192061
23,5,3.1676476,7.9496136
24,2,7.7297077,7.0294447
24,3,8.002756,7.1698723
24,4,7.500515,7.4412513
24,5,7.9708776,7.3087206
