f_id,i_id,dim0,dim1
1,1,11.702924,6.6234336
1,2,11.1199665,5.9773173
1,3,11.481838,6.3106318
1,5,11.583319,6.8485665
2,1,9.489145,6.078925
2,2,9.205118,6.254535
2,3,9.19009,5.9111676
2,5,9.286491,5.7765703
3,1,4.7780185,1.937753
3,2,10.560573,8.192142
3,3,10.96448,5.7664866
3,5,5.440534,3.4104042
4,1,5.0468187,2.1051173
4,2,10.957265,8.515585
4,3,11.092146,7.9491534
4,5,5.2160172,3.3130145
5,1,9.584483,4.609633
5,2,9.86387,4.5009212
5,3,9.531416,4.3697634
5,5,9.903576,4.707829
6,1,10.5182495,5.7008767
6,2,10.938624,6.724098
6,3,10.912461,6.3765855
6,5,9.134422,4.2512965
7,1,10.049236,7.230939
7,2,10.195491,7.067206
7,3,6.747552,3.4697826
7,5,10.504037,7.1593018
8,1,5.323187,2.7083442
8,2,11.709238,8.315349
8,3,11.341887,8.36277
8,5,11.882224,8.458667
9,1,5.456513,2.1150224
9,2,5.5143895,2.6328533
9,3,5.578041,2.0954885
9,5,5.2327437,2.3314703
10,1,3.1687074,3.4822392
10,2,3.2283146,3.2694676
10,3,3.0806239,3.9530218
10,5,2.699508,3.6419675
11,1,2.9631855,4.015712
11,2,2.5379982,3.8764484
11,3,2.977497,3.8415313
11,5,2.837776,4.150809
12,1,4.2936506,0.51093304
12,2,4.647446,0.61235505
12,3,3.9960303,0.47969428
12,5,4.3044786,0.2962319
13,1,11.626727,8.618372
13,2,11.442273,8.16706
13,3,5.6521773,3.7023356
13,5,4.598626,2.2687416
14,1,10.716874,6.5003905
14,2,10.296071,6.7572436
14,3,4.9435377,2.7510598
14,5,10.336122,6.468147
15,1,4.216567,1.9174045
15,2,4.3206015,1.1476489
15,3,4.5467634,1.4522766
15,5,4.3525987,2.289608
16,1,2.815866,1.0007693
16,2,2.1748946,1.1328392
16,3,2.4917958,1.2595017
16,5,2.3591893,1.0234709
17,1,8.550901,4.066491
17,2,7.2203345,3.4808197
17,3,9.950602,6.18617
17,5,7.6185474,3.6251369
18,1,8.417411,3.9501824
18,2,7.53832,3.9105806
18,3,10.140808,6.4230647
18,5,7.4972816,4.0156684
19,1,6.093073,3.1235712
19,2,5.860281,3.1065817
19,3,6.109773,2.7061636
19,5,6.1356425,3.1302469
20,1,11.327588,7.0275855
20,2,11.101201,7.236875
20,3,11.538064,7.548063
20,5,11.401463,7.3831663
21,1,2.35856,-0.43338925
21,2,2.8786314,-0.66356695
21,3,2.580821,-0.70709115
21,5,2.1709683,-0.15385701
22,1,2.8130667,0.25164133
22,2,2.5975363,-0.43798184
22,3,2.6283517,0.5589639
22,5,2.6068614,0.09896138
23,1,2.3903782,-1.5825171
23,2,2.7215245,-1.3567528
23,3,2.657165,-1.4458668
23,5,2.4706693,-1.3664541
24,1,3.8161929,2.3392231
24,2,3.225996,2.0308223
24,3,3.6483002,1.914257
24,5,3.6182039,2.2824626
