f_id,i_id,dim0,dim1
1,5,10.862681,-0.41262826
2,5,10.838491,-2.5819626
3,5,-3.0316498,-4.1681266
4,5,-4.341524,-2.4330432
5,5,9.956069,-1.0516163
6,5,7.8556356,-2.920896
7,5,9.51704,-2.3731062
8,5,11.817265,0.58677816
9,5,-4.446898,-1.6623813
10,5,-0.19637598,-0.051093705
11,5,-0.6633244,1.2281908
12,5,0.24073234,0.20744678
13,5,-3.0727766,-4.119125
14,5,8.704623,-2.8885021
15,5,-4.441422,-3.488114
16,5,-3.7329714,-0.7448543
17,5,5.973313,-0.89232147
18,5,5.928207,-0.95991886
19,5,7.961519,1.8243312
20,5,11.159335,0.85367566
21,5,5.810449,-0.54550594
22,5,5.9219646,-0.63320893
23,5,6.373754,1.260181
24,5,-1.426472,-1.7443076
