f_id,i_id,dim0,dim1
1,2,9.846891,2.0016842
2,2,19.482424,5.519977
3,2,10.000848,4.12207
4,2,8.963078,4.482536
5,2,12.021543,1.9180717
6,2,18.443756,4.651289
7,2,17.716814,3.358391
8,2,8.998944,3.2250035
9,2,8.8278265,6.7265143
10,2,21.666822,6.8203826
11,2,20.8766,7.276306
12,2,21.031448,5.2853236
13,2,10.140078,1.8959652
14,2,19.200844,2.6520474
15,2,7.8594184,6.296288
16,2,19.038887,-2.2676888
17,2,19.075687,1.1031425
18,2,17.617138,1.99841
19,2,16.760439,0.6031818
20,2,9.7685375,2.240277
21,2,17.42549,1.3666149
22,2,18.871922,0.6156425
23,2,17.825104,-1.9802194
24,2,5.884516,6.672798
