f_id,i_id,dim0,dim1
1,2,5.1359,4.3633184
1,3,5.0178304,4.4776254
1,4,4.5305843,4.281371
1,5,4.949594,4.289997
2,2,5.180428,2.7386756
2,3,4.93053,3.1270053
2,4,4.83667,2.540464
2,5,4.890173,3.0463698
3,2,9.025901,4.6360526
3,3,8.088199,4.0781093
3,4,9.58438,4.413514
3,5,10.111831,4.649515
4,2,9.64948,4.353315
4,3,10.01379,4.4821973
4,4,10.053841,4.7020707
4,5,10.3373165,4.2361336
5,2,4.0937133,4.4558067
5,3,4.0620937,4.1326356
5,4,4.2947955,4.1388664
5,5,3.9992392,4.443501
6,2,3.9706213,1.1740441
6,3,4.3296885,1.3231416
6,4,4.6037097,1.0966109
6,5,4.1485157,1.4069729
7,2,3.6639228,1.8303456
7,3,3.6073432,1.5052012
7,4,4.1212173,0.95080596
7,5,4.1011486,1.576763
8,2,9.693503,5.17499
8,3,10.088086,5.0112824
8,4,10.422138,5.171497
8,5,9.519821,5.052116
9,2,11.712389,5.068624
9,3,11.322033,4.9614463
9,4,11.52563,4.614759
9,5,11.6781435,4.93958
10,2,10.3070135,13.341618
10,3,10.384428,13.094123
10,4,10.745811,13.671431
10,5,10.577182,13.795683
11,2,10.458634,13.811732
11,3,10.806591,13.389244
11,4,10.540179,13.302031
11,5,10.18237,13.778111
12,2,10.704433,12.061302
12,3,10.797939,11.881615
12,4,10.860037,12.169944
12,5,10.636447,12.358309
13,2,8.558081,4.4261336
13,3,11.01395,5.188963
13,4,10.826852,4.98938
13,5,11.253697,4.7316613
14,2,3.4509366,0.7400869
14,3,2.4558876,0.3969419
14,4,3.432159,0.29407296
14,5,3.6430926,0.73646176
15,2,10.736556,3.6686525
15,3,11.096595,3.672622
15,4,10.579509,3.9277887
15,5,11.063381,4.151474
16,2,-0.9624428,10.572989
16,3,-0.41646788,10.722827
16,4,-0.5666991,10.898332
16,5,-0.690606,10.726093
17,2,2.768199,-0.22753546
17,3,3.275999,0.52579296
17,4,2.3582394,0.093475476
17,5,2.5753894,-0.016603813
18,2,2.6012785,0.520592
18,3,3.4167128,1.0598049
18,4,2.8519928,0.55427283
18,5,2.349953,0.06063332
19,2,-2.0949254,12.190071
19,3,-2.3504722,11.938669
19,4,-2.1354473,11.780993
19,5,-1.8738046,12.031209
20,2,5.5874834,3.7800267
20,3,5.5082445,3.9231544
20,4,5.431402,3.6123953
20,5,5.2689123,3.668097
21,2,-1.2809842,11.586787
21,3,-1.037768,12.74395
21,4,-1.1628253,12.400943
21,5,-0.5250321,12.498866
22,2,-0.77373534,12.666721
22,3,-1.1072013,11.763235
22,4,-0.87010306,12.468488
22,5,-0.8216638,12.185562
23,2,-1.4077456,11.002921
23,3,-1.5758679,11.187762
23,4,-1.7554117,10.99098
23,5,-1.3893708,11.16002
24,2,11.670583,3.427766
24,3,11.837686,3.245589
24,4,11.805203,3.2289717
24,5,11.899886,3.1576028
