f_id,i_id,dim0,dim1
1,1,4.4417233,4.9741917
2,1,4.224014,2.935072
3,1,10.074606,5.6950703
4,1,10.632419,5.839782
5,1,3.7531383,4.7179217
6,1,4.5828266,0.45432827
7,1,3.9993348,2.2171679
8,1,10.166764,5.7353897
9,1,11.945156,5.404432
10,1,9.803363,13.39796
11,1,10.176055,14.336124
12,1,10.177904,11.9206
13,1,6.5223045,4.045395
14,1,4.0276675,0.13120635
15,1,10.116752,3.7341015
16,1,-0.11574443,10.423478
17,1,2.1066587,1.0199958
18,1,4.3837357,0.5303146
19,1,-2.507061,12.1720705
20,1,5.900966,4.105488
21,1,-2.2743876,11.098619
22,1,0.06871894,12.504868
23,1,-1.9567573,10.566933
24,1,12.273764,2.8243668
