f_id,i_id,dim0,dim1
1,1,10.81891,2.631814
1,3,10.326193,2.6587512
1,4,10.641684,2.2003963
1,5,10.576794,2.3458679
2,1,19.838446,5.1846185
2,3,20.47008,6.0531383
2,4,20.089056,5.3110957
2,5,20.449759,5.823655
3,1,7.326659,5.309605
3,3,9.361357,5.140219
3,4,8.557106,5.2280693
3,5,7.8104706,4.866252
4,1,7.8527994,5.978767
4,3,7.7465234,5.617879
4,4,8.218337,5.7118187
4,5,8.023485,5.552747
5,1,11.606319,2.178371
5,3,11.4851675,2.3117216
5,4,11.252758,2.0625684
5,5,11.517743,1.9943011
6,1,19.079641,3.9018729
6,3,19.272425,4.145544
6,4,18.92362,3.8433647
6,5,19.478357,4.0010624
7,1,18.386156,3.8544447
7,3,18.29298,3.3293912
7,4,18.621773,3.3359237
7,5,18.148657,3.5380297
8,1,8.381887,4.4987345
8,3,8.994512,3.7926457
8,4,8.210736,4.667923
8,5,9.247824,3.5757754
9,1,8.412531,6.334466
9,3,8.575697,5.9813085
9,4,8.498472,6.080276
9,5,8.733203,5.9191647
10,1,21.232977,6.4809546
10,3,20.481794,6.556638
10,4,21.132921,6.4224095
10,5,20.541388,6.5415382
11,1,20.742764,6.757327
11,3,20.831032,6.2091374
11,4,21.12444,6.114106
11,5,20.556293,6.935592
12,1,20.725605,6.016234
12,3,20.578217,5.0538716
12,4,20.987938,5.5525136
12,5,20.908558,5.665895
13,1,9.863208,2.9415824
13,3,7.445888,4.58557
13,4,7.6817913,4.723322
13,5,7.8697233,4.3223176
14,1,18.660599,2.9238422
14,3,17.804531,2.4466147
14,4,18.016727,2.2546594
14,5,19.29572,3.4880462
15,1,6.8214808,5.855788
15,3,6.9479046,6.629853
15,4,7.2320333,6.0393605
15,5,7.0476584,6.034137
16,1,18.823376,-2.8859031
16,3,18.713583,-2.6619809
16,4,18.557434,-2.762846
16,5,18.428335,-3.0388038
17,1,18.952606,2.522967
17,3,18.254787,2.4749825
17,4,18.599798,1.8714783
17,5,17.97523,1.5678072
18,1,19.12186,3.3433373
18,3,18.635447,2.1081767
18,4,18.464628,2.2410207
18,5,18.313364,1.6799711
19,1,16.841953,-0.33094156
19,3,16.956276,-0.009338433
19,4,17.192839,-0.42290458
19,5,17.16032,-0.07262226
20,1,10.167766,3.129593
20,3,9.745091,2.718451
20,4,10.0460005,3.0450423
20,5,10.010904,2.6369383
21,1,17.925425,1.0229625
21,3,17.67466,0.82324034
21,4,18.501776,0.8260749
21,5,18.197094,0.9216213
22,1,18.288408,0.6284041
22,3,17.760948,0.29635257
22,4,18.091244,0.39964184
22,5,17.820576,0.3558874
23,1,18.191269,-2.480974
23,3,18.277517,-2.2718241
23,4,17.934282,-2.6205373
23,5,18.07213,-2.3991237
24,1,6.4684,6.9073887
24,3,6.429783,6.494278
24,4,6.7413325,6.4704404
24,5,6.632854,6.681854
