f_id,i_id,dim0,dim1
1,3,11.453751,-2.9673216
2,3,12.581938,2.3181095
3,3,9.1129675,0.6242346
4,3,4.847337,14.194741
5,3,11.444083,-1.8928237
6,3,8.424997,-0.8263611
7,3,8.205841,1.4270543
8,3,4.9004626,14.204394
9,3,5.3293347,13.405922
10,3,7.021924,13.356969
11,3,11.272797,3.565417
12,3,7.963937,15.293958
13,3,5.0458937,13.627719
14,3,8.232625,1.5009421
15,3,7.479446,15.664346
16,3,6.805676,17.150831
17,3,7.180105,0.42474467
18,3,8.176762,1.5218933
19,3,0.0067088204,6.4719467
20,3,10.763959,-3.973358
21,3,2.2075343,7.2832255
22,3,2.0014188,7.681326
23,3,1.6648219,8.2077265
24,3,8.039002,12.494738
