f_id,i_id,dim0,dim1
1,1,10.727631,-2.6848826
1,2,11.045048,-2.8417592
1,4,10.376137,-2.6294932
1,5,10.765613,-2.6074421
2,1,12.079254,2.1233919
2,2,10.256321,-2.2768512
2,4,10.008333,-1.7486231
2,5,12.352305,2.7221916
3,1,5.8270264,14.895836
3,2,6.366066,15.537753
3,4,6.450854,14.887587
3,5,6.337106,14.718719
4,1,6.4699035,14.02066
4,2,6.6387267,14.995894
4,4,6.638073,14.794777
4,5,6.6429486,14.377419
5,1,11.050156,-2.0211115
5,2,10.814172,-2.2572632
5,4,10.998476,-1.9788162
5,5,10.736994,-2.1787858
6,1,7.921908,-0.25913873
6,2,8.902179,0.010596622
6,4,7.938467,-0.34859723
6,5,8.87927,0.06606642
7,1,12.090169,2.8397486
7,2,7.4530506,0.56540483
7,4,8.450979,0.87960744
7,5,8.002308,0.75698286
8,1,5.5496573,14.25066
8,2,5.501699,14.773385
8,4,5.801708,14.591994
8,5,5.2537007,14.481527
9,1,5.7863216,13.522003
9,2,6.111508,13.669986
9,4,5.9394116,13.718089
9,5,5.8963,13.445509
10,1,12.011924,3.0543077
10,2,11.858663,3.2080069
10,4,11.853738,3.1406252
10,5,11.287248,2.9107385
11,1,11.029526,2.8457901
11,2,11.313904,2.5408854
11,4,11.47826,2.989622
11,5,11.550096,2.6000996
12,1,7.5234017,14.754055
12,2,7.2924266,15.127179
12,4,7.652476,14.880649
12,5,7.692242,14.347305
13,1,5.8567924,15.160992
13,2,5.5838203,15.205404
13,4,5.6627927,14.15983
13,5,5.8304977,14.391704
14,1,8.616734,0.37073314
14,2,8.585378,-0.17262642
14,4,7.5697193,1.0155145
14,5,8.51857,-0.10447404
15,1,7.7636547,13.507752
15,2,7.8949623,13.553908
15,4,7.3773785,13.9067545
15,5,7.612633,13.648075
16,1,6.68038,16.56114
16,2,6.454809,16.488256
16,4,6.635885,16.134346
16,5,6.313587,16.408892
17,1,8.199494,0.2332233
17,2,7.093271,1.1838363
17,4,7.3898506,1.5026081
17,5,7.2854676,1.4262968
18,1,8.36122,0.06819549
18,2,7.2893085,1.0117918
18,4,7.7309155,1.0938464
18,5,6.9846544,0.9932424
19,1,-0.29269293,7.132941
19,2,0.08566608,6.7807746
19,4,0.0040446306,7.0624585
19,5,-0.11790917,6.890997
20,1,10.888526,-3.4213207
20,2,10.632369,-3.3674548
20,4,10.534377,-3.3007045
20,5,10.762156,-3.1591504
21,1,1.2054223,7.439566
21,2,1.4116579,7.53596
21,4,1.6335725,7.2422447
21,5,1.6741443,7.443749
22,1,1.4982903,6.6691217
22,2,1.0738665,7.0786505
22,4,1.2298478,7.009446
22,5,1.269152,6.8526344
23,1,0.79794884,7.7267833
23,2,1.2911645,8.057115
23,4,1.2087381,7.7825737
23,5,1.0590949,7.796364
24,1,7.944642,12.958159
24,2,7.679142,12.733133
24,4,7.8929415,12.859886
24,5,8.161573,12.9510145
