f_id,i_id,dim0,dim1
1,4,6.9178,8.397052
2,4,7.102815,-10.804647
3,4,16.850403,9.603465
4,4,14.636778,9.315481
5,4,25.300959,-11.25746
6,4,14.810551,10.706959
7,4,16.359114,6.516849
8,4,17.281271,3.9843068
9,4,16.528883,3.360971
10,4,7.3064547,-11.636798
11,4,7.7528415,-12.165734
12,4,6.908229,-13.029598
13,4,16.238365,5.2556243
14,4,4.591942,8.65409
15,4,16.686605,9.219561
16,4,6.840898,6.9324913
17,4,5.287807,8.954972
18,4,4.891512,8.97381
19,4,4.8189335,6.163029
20,4,17.654646,12.131442
21,4,24.099808,-13.000036
22,4,25.25125,-13.358167
23,4,6.442391,6.441286
24,4,16.874643,6.7213707
