,f_id,i_id,true,predicted,treshold_true,label_true,percentage_change_predicted,threshold_predicted,label_predicted,label
0,1,2,0.4013740808360788,0.7035636094593017,1.4719857150575724,good,75.28875008414836,15,poor,"good, poor"
1,2,2,3.686548934369819,3.502029438647359,1.4719857150575724,poor,5.005209452183814,15,good,"poor, good"
2,3,2,1.6492745024059907,1.7693292045235174,1.4719857150575724,poor,7.279243203141063,15,good,"poor, good"
3,4,2,1.8459531854337832,1.6576292143919846,1.4719857150575724,poor,10.201990631606622,15,good,"poor, good"
4,5,2,0.993479369574794,0.9730166447561348,1.4719857150575724,good,2.059703044202837,15,good,"good, good"
5,6,2,1.6061982064729066,1.7726942558652263,1.4719857150575724,poor,10.365847049345977,15,good,"poor, good"
6,7,2,1.27952984026799,0.8298455415708313,1.4719857150575724,good,35.14449484061856,15,poor,"good, poor"
7,8,2,2.169655039357204,2.0880697023407557,1.4719857150575724,poor,3.760290716104764,15,good,"poor, good"
8,9,2,2.065614451443873,2.082510282588636,1.4719857150575724,poor,0.8179566681939537,15,good,"poor, good"
9,10,2,3.925222295260156,3.821066565085765,1.4719857150575724,poor,2.653498893557261,15,good,"poor, good"
10,11,2,1.632252233145024,1.7411607423653424,1.4719857150575724,poor,6.672284283567707,15,good,"poor, good"
11,12,2,5.845802064085735,5.590153528716561,1.4719857150575724,poor,4.373198622987527,15,good,"poor, good"
12,13,2,2.4842358223279875,1.734620191296527,1.4719857150575724,poor,30.174898223993594,15,poor,"poor, poor"
13,14,2,0.5716061760417699,0.6911531105440745,1.4719857150575724,good,20.914213231588448,15,poor,"good, poor"
14,15,2,1.5955675764626995,1.5438184892961369,1.4719857150575724,poor,3.243302755079045,15,good,"poor, good"
15,16,2,0.4713467559448878,0.5536361187622717,1.4719857150575724,good,17.458349247025602,15,poor,"good, poor"
16,17,2,0.4224987604964458,0.5134647125002547,1.4719857150575724,good,21.530466005846222,15,poor,"good, poor"
17,18,2,0.7510377042431265,0.6537930950628885,1.4719857150575724,good,12.948032919098019,15,good,"good, good"
18,19,2,0.6150204120128571,0.5681394364751082,1.4719857150575724,good,7.622669853235503,15,good,"good, good"
19,20,2,0.4347946820056711,0.4934791615094128,1.4719857150575724,good,13.497055491349416,15,good,"good, good"
20,21,2,0.9317066184410872,0.7876934421103615,1.4719857150575724,good,15.456923185936533,15,poor,"good, poor"
21,22,2,1.0355940320893413,1.0051577384164552,1.4719857150575724,good,2.9390178708813166,15,good,"good, good"
22,23,2,0.4678383210725465,0.4775709131797213,1.4719857150575724,good,2.08033238595381,15,good,"good, good"
23,24,2,1.7222268844266178,1.803205287124792,1.4719857150575724,poor,4.70195904096192,15,good,"poor, good"
