f_id,i_id,dim0,dim1
1,2,14.268826,6.5181513
2,2,-10.785002,20.633894
3,2,4.770518,-7.181135
4,2,4.6250925,-7.091386
5,2,8.2260895,4.302123
6,2,5.867364,-7.1067533
7,2,12.2851515,7.2867804
8,2,9.17593,-16.323057
9,2,9.336584,-16.099983
10,2,-9.553834,19.825676
11,2,6.196915,-7.8522444
12,2,-8.931713,20.238077
13,2,4.9592166,-8.8833275
14,2,14.889582,8.445009
15,2,3.9999938,-7.0806575
16,2,17.269459,8.740176
17,2,15.631113,8.832478
18,2,15.644418,9.066767
19,2,15.881154,6.539801
20,2,12.066744,7.2351236
21,2,9.86993,4.7596273
22,2,9.566368,5.53444
23,2,17.096107,9.014079
24,2,3.411396,-6.638542
