f_id,i_id,dim0,dim1
1,2,4.401184,-2.1731584
1,3,4.103941,-1.9045168
1,4,4.270494,-2.2162008
1,5,4.6447935,-1.9011966
2,2,13.5129795,-0.76043195
2,3,13.346699,-0.38462096
2,4,13.669107,-0.9603027
2,5,13.710448,-0.5391492
3,2,-14.777813,13.753875
3,3,-14.366586,13.580776
3,4,-14.745578,13.133309
3,5,-14.461182,12.713238
4,2,-13.523547,13.856787
4,3,-14.13765,13.6786175
4,4,-13.619925,13.822081
4,5,-13.544157,13.462293
5,2,-3.1923065,5.826804
5,3,-3.2366252,6.1974955
5,4,-2.7821076,5.700763
5,5,-2.8529265,6.0547614
6,2,-14.354858,13.860003
6,3,-13.770518,14.312483
6,4,-14.715064,14.28851
6,5,-14.218085,14.033153
7,2,-13.234367,12.214304
7,3,-13.556991,12.493213
7,4,-13.925708,12.714304
7,5,-13.527108,12.72186
8,2,-10.539047,11.697407
8,3,-10.236939,11.777763
8,4,-10.076034,12.000975
8,5,-10.410089,12.04352
9,2,-10.835367,12.149376
9,3,-10.929344,12.511079
9,4,-11.188656,12.350341
9,5,-10.56451,11.95463
10,2,14.258348,-0.72685486
10,3,14.046898,-0.542224
10,4,13.872874,-0.54284424
10,5,14.154485,-0.91318095
11,2,-14.544659,14.50321
11,3,13.736486,0.14810859
11,4,14.031525,-0.07594107
11,5,-14.440908,14.465718
12,2,14.526586,0.1267043
12,3,14.559759,-0.18629439
12,4,14.675835,-0.32282534
12,5,14.704884,-0.37918827
13,2,-9.907338,12.775095
13,3,-9.921271,12.569306
13,4,-10.084903,12.798141
13,5,-10.391859,12.327604
14,2,5.304511,0.025590235
14,3,4.9776053,0.4221065
14,4,4.8598175,0.15538141
14,5,5.231406,-0.17865345
15,2,-14.528428,13.451484
15,3,-14.274987,13.380416
15,4,-14.4656925,12.711708
15,5,-14.114311,12.750858
16,2,6.1824913,-0.8449274
16,3,5.9710426,-0.66891754
16,4,6.1125064,-0.5509998
16,5,5.6468143,-0.8359652
17,2,5.078832,-1.3630753
17,3,5.4026546,-1.4408395
17,4,5.273162,-1.0264577
17,5,5.410857,-1.315346
18,2,4.466651,0.3493347
18,3,4.138001,0.392375
18,4,4.3364887,0.29436713
18,5,4.5747476,0.58845806
19,2,4.2460165,-0.50295174
19,3,4.4256973,-0.77502066
19,4,4.494765,-0.6782382
19,5,4.5336366,-0.5478518
20,2,-9.857059,7.4955516
20,3,-9.9519825,7.5893593
20,4,-10.100995,7.7360415
20,5,-10.221914,7.862604
21,2,-1.9097139,5.908339
21,3,-2.2812865,5.6815605
21,4,-1.6067877,6.210659
21,5,-1.8337281,6.1993256
22,2,-2.0732617,6.3836346
22,3,-1.9999871,6.0901613
22,4,-2.1700969,6.5358315
22,5,-1.7266484,6.6007457
23,2,5.997991,-1.3396329
23,3,5.7600713,-1.6235222
23,4,5.923997,-1.357147
23,5,6.157239,-1.49407
24,2,-14.546751,11.672944
24,3,-14.415944,11.899902
24,4,-14.411663,11.522376
24,5,-14.697775,11.91727
