f_id,i_id,dim0,dim1
1,5,-5.07768,9.072079
2,5,9.149175,4.395786
3,5,21.244976,4.4162717
4,5,20.869467,11.339566
5,5,1.3281434,9.653163
6,5,20.67909,9.21312
7,5,18.995905,11.027053
8,5,22.928272,4.0845227
9,5,21.900173,3.960075
10,5,9.160566,3.0432105
11,5,18.780022,9.612728
12,5,9.945523,2.3963332
13,5,21.322514,5.1797085
14,5,-2.6289506,11.491977
15,5,21.266508,4.7340484
16,5,-2.6294742,10.251678
17,5,-2.514712,10.332323
18,5,-2.5574982,11.315175
19,5,-5.426439,11.198489
20,5,3.2561882,10.617353
21,5,-0.07241583,10.564858
22,5,0.6072059,11.42409
23,5,-2.8878229,9.520703
24,5,22.386015,10.222411
