f_id,i_id,dim0,dim1
1,1,14.001026,6.864077
1,3,13.830168,6.6016583
1,4,13.67109,6.4303646
1,5,13.800128,6.710832
2,1,-10.314121,20.503824
2,3,-9.898623,20.779602
2,4,-9.830562,20.169065
2,5,-9.924879,20.695368
3,1,3.1278236,-7.521966
3,3,5.1040206,-7.443883
3,4,3.6637304,-7.7633824
3,5,3.5825162,-7.369805
4,1,4.4543014,-7.740082
4,3,4.1650443,-8.176204
4,4,5.125626,-8.145626
4,5,4.8198266,-8.208942
5,1,8.25393,5.208428
5,3,8.403359,4.7602134
5,4,8.358987,4.8330846
5,5,8.482204,5.1838684
6,1,5.347902,-7.6703653
6,3,5.687563,-7.376505
6,4,5.2500253,-7.53732
6,5,5.389394,-7.861566
7,1,3.3993943,-8.560066
7,3,3.0020225,-8.339542
7,4,3.210008,-8.201602
7,5,3.160792,-8.047596
8,1,9.499934,-16.794165
8,3,10.060012,-16.79075
8,4,9.843571,-16.297592
8,5,9.570418,-16.588676
9,1,10.36546,-16.469925
9,3,10.555758,-16.424528
9,4,10.158687,-16.284138
9,5,9.921603,-16.749931
10,1,-10.101237,20.788649
10,3,-10.229386,20.06332
10,4,-9.821355,20.068079
10,5,-10.110825,20.299202
11,1,5.8215885,-7.92547
11,3,5.6107435,-8.155134
11,4,-9.137334,20.886477
11,5,5.910414,-7.711141
12,1,-9.016493,20.992054
12,3,-9.082279,20.702852
12,4,-9.329691,20.494738
12,5,-9.381233,20.783747
13,1,10.419594,-17.259125
13,3,10.21963,-17.246145
13,4,10.209859,-17.105185
13,5,10.465997,-16.856028
14,1,15.14884,7.828237
14,3,15.411561,7.519812
14,4,15.616961,7.5727553
14,5,15.194039,7.8794985
15,1,3.995024,-8.269581
15,3,4.1915936,-7.9634132
15,4,3.5948446,-7.9356427
15,5,10.420101,-16.007801
16,1,16.523636,8.808436
16,3,16.818506,7.8609385
16,4,16.843788,8.082119
16,5,16.589819,8.242212
17,1,15.344769,8.232843
17,3,15.81124,8.049528
17,4,15.712207,8.208582
17,5,15.977664,7.999079
18,1,3.2385962,-8.109192
18,3,16.704721,8.321152
18,4,16.125051,7.4321136
18,5,16.36704,7.495452
19,1,15.091895,6.5351133
19,3,15.090051,6.6073256
19,4,15.297339,6.7858105
19,5,15.425519,6.699959
20,1,12.089217,6.498569
20,3,12.284318,6.676449
20,4,11.971175,6.3856807
20,5,12.297325,6.687554
21,1,9.477825,4.6981506
21,3,8.998122,4.7418356
21,4,9.214608,4.6731796
21,5,9.143491,4.840725
22,1,9.147635,5.388316
22,3,8.953036,5.1865516
22,4,9.442368,5.080354
22,5,8.78873,5.570493
23,1,16.72557,8.483536
23,3,16.320976,8.2817745
23,4,16.24167,8.565629
23,5,16.560856,8.585098
24,1,3.124161,-7.1023126
24,3,2.7842374,-7.1894097
24,4,3.1307878,-6.9349747
24,5,2.870978,-7.0595913
