,f_id,i_id,true,predicted,treshold_true,label_true,percentage_change_predicted,threshold_predicted,label_predicted,label
0,1,4,0.3287019614255028,0.6160736088433452,1.4719857150575724,good,87.4262040212901,15,poor,"good, poor"
1,2,4,3.651295769900864,3.675875597887301,1.4719857150575724,poor,0.6731809619220258,15,good,"poor, good"
2,3,4,1.618179962567934,1.6672601422465858,1.4719857150575724,poor,3.0330482896825064,15,good,"poor, good"
3,4,4,1.9194974592217768,1.657844567971537,1.4719857150575724,poor,13.631322614843258,15,good,"poor, good"
4,5,4,0.8910809710252879,1.0124336945057053,1.4719857150575724,good,13.618596673744198,15,good,"good, good"
5,6,4,1.6933957841988074,1.6838549414020478,1.4719857150575724,poor,0.5634148192516987,15,good,"poor, good"
6,7,4,1.2593439816779306,1.7755689672094832,1.4719857150575724,good,40.99157919059909,15,poor,"good, poor"
7,8,4,2.514100067836386,2.211082033405295,1.4719857150575724,poor,12.052743576426755,15,good,"poor, good"
8,9,4,1.9918496616578016,2.0760779366630504,1.4719857150575724,poor,4.228646198887631,15,good,"poor, good"
9,10,4,3.9941739066567936,4.104887659538241,1.4719857150575724,poor,2.7718811315884024,15,good,"poor, good"
10,11,4,1.855124145149156,3.146977981134361,1.4719857150575724,poor,69.63705579290689,15,poor,"poor, poor"
11,12,4,6.013760919059656,5.848364472198924,1.4719857150575724,poor,2.7502996724817423,15,good,"poor, good"
12,13,4,2.317258266550036,2.215701307677437,1.4719857150575724,poor,4.382634440821238,15,good,"poor, good"
13,14,4,0.5473991138992629,0.54211170600674,1.4719857150575724,good,0.9659145874130781,15,good,"good, good"
14,15,4,1.6468039454165608,1.6096247441793017,1.4719857150575724,poor,2.2576580133134567,15,good,"poor, good"
15,16,4,0.557476133898008,0.5359724430025811,1.4719857150575724,good,3.8573294151747644,15,good,"good, good"
16,17,4,0.5002396619487102,0.4998643298797808,1.4719857150575724,good,0.07503044989820323,15,good,"good, good"
17,18,4,0.8686746740526373,0.5935262221515165,1.4719857150575724,good,31.674510621734576,15,poor,"good, poor"
18,19,4,0.6193346485215365,0.5928644503383863,1.4719857150575724,good,4.273973407807775,15,good,"good, good"
19,20,4,0.471756396386576,0.4897976367148176,1.4719857150575724,good,3.8242704214354406,15,good,"good, good"
20,21,4,0.8690506757467145,0.9084315640790692,1.4719857150575724,good,4.531483540763318,15,good,"good, good"
21,22,4,1.0172528752058174,0.9945816348004872,1.4719857150575724,good,2.2286730229927536,15,good,"good, good"
22,23,4,0.4547697782277007,0.4838822974656796,1.4719857150575724,good,6.4015949677734385,15,good,"good, good"
23,24,4,1.7492852171197502,1.8554107599804648,1.4719857150575724,poor,6.066794701178203,15,good,"poor, good"
