f_id,i_id,dim0,dim1
1,1,-9.793834,-17.088322
1,2,-9.665864,-16.96037
1,4,-9.921615,-17.216124
1,5,-9.401021,-16.695532
2,1,-12.702078,6.0488143
2,2,-13.004851,6.082788
2,4,-12.871965,6.464409
2,5,-12.857558,6.0385036
3,1,17.08501,6.7349567
3,2,17.10598,6.289099
3,4,16.793056,6.793235
3,5,17.072044,7.0071707
4,1,16.997656,7.534354
4,2,17.127245,7.251506
4,4,16.932064,7.604759
4,5,17.330404,7.624013
5,1,-9.362256,-16.656769
5,2,-9.598061,-16.892557
5,4,-9.241042,-16.535559
5,5,-9.529066,-16.823565
6,1,17.375792,5.1539617
6,2,16.97666,5.5449696
6,4,17.230707,5.1267734
6,5,17.140799,5.324694
7,1,-12.56605,6.2428837
7,2,16.898558,5.2021885
7,4,16.57753,5.0312657
7,5,16.679884,4.988194
8,1,18.24138,7.160772
8,2,17.512568,7.036275
8,4,18.196209,7.444504
8,5,18.057049,7.4975424
9,1,19.367706,8.6445875
9,2,19.158802,8.797302
9,4,19.24633,8.505265
9,5,19.477043,8.368173
10,1,18.103153,-7.4684114
10,2,17.969934,-7.600435
10,4,18.377272,-7.1943283
10,5,18.267975,-7.3031917
11,1,18.568876,8.147015
11,2,18.327072,8.339969
11,4,17.815939,-7.7531652
11,5,18.558609,8.386086
12,1,18.519125,-7.0527697
12,2,18.574465,-6.9965115
12,4,18.281551,-7.3117943
12,5,18.221235,-7.350471
13,1,18.095846,6.4373155
13,2,17.798523,5.982521
13,4,18.927055,7.219903
13,5,19.118168,7.6475816
14,1,-0.3903222,3.2874718
14,2,-0.8040452,3.1799803
14,4,-0.8205992,2.8923395
14,5,-0.711497,3.2447405
15,1,17.923197,6.579398
15,2,17.4236,6.056176
15,4,17.708279,6.3663626
15,5,18.818913,7.0738516
16,1,-1.4270239,0.23814635
16,2,-0.94897795,0.17032543
16,4,-1.2994113,-0.14640139
16,5,-1.0685852,0.012576721
17,1,-0.5159778,2.9265945
17,2,-1.017799,2.0711663
17,4,-0.748506,2.432766
17,5,-0.777252,1.6299455
18,1,16.675987,5.7426715
18,2,-1.5793629,0.4525991
18,4,-1.328651,2.3756847
18,5,-1.1822244,0.1560574
19,1,-0.30652875,1.9088084
19,2,-0.26721662,1.3894215
19,4,0.17918184,1.5779437
19,5,-0.08615084,1.641985
20,1,-13.3558445,6.118326
20,2,-13.290419,6.5114164
20,4,-13.214175,6.378192
20,5,-13.290225,6.591668
21,1,-1.1371955,1.2006608
21,2,-0.9459342,1.1482179
21,4,-1.3300725,1.1255199
21,5,-1.123869,1.3073094
22,1,-1.3113163,1.6211191
22,2,-1.4655164,1.8924515
22,4,-1.5814402,1.3734493
22,5,-0.8425757,1.0040373
23,1,0.67185444,2.125892
23,2,0.90170807,2.5363398
23,4,0.7907372,2.4552996
23,5,0.5198851,2.371043
24,1,19.728241,7.544391
24,2,19.457605,7.3596725
24,4,19.483543,7.5419636
24,5,19.753584,7.357706
